internal_transfer_id,operation_type,transfer_reference,scheduled_date,effective_date,created_date,updated_date,back_order,source_document,transfer_state,source_location,destination_location,transfer_amount
2229,Receipts,WH/IN/05657,2020-12-08 04:08:20.000000,,2020-12-07 08:36:20.528097,2020-12-08 03:11:08.660206,,PO04515,cancel,Partner Locations/Vendors,WH/Input,
29,Goods Inwards Inspection,WH/GI/1,2020-07-02 23:19:25.000000,2020-11-11 00:55:05.000000,2020-07-05 23:59:53.191125,2020-11-11 00:55:05.628186,,PO04017,done,WH/Input,WH/Stock,
11643,Pick Components,WH/PC/01928,2022-08-26 04:18:33.000000,2022-08-28 23:49:09.000000,2022-08-26 04:20:15.012990,2022-09-08 00:57:15.358507,,MO/04722,done,WH/Stock,WH/WIP,
10543,Pick Components,WH/PC/01711,2022-06-08 04:22:44.000000,,2022-06-08 04:23:24.816172,2022-09-06 01:07:36.193764,,MO/04534,cancel,WH/Stock,WH/WIP,
11782,Pick Components,WH/PC/01977,2022-09-06 23:26:52.000000,2022-09-08 01:08:41.000000,2022-09-06 23:27:07.692032,2022-09-08 01:14:24.810273,,MO/04769,done,WH/Stock,WH/WIP,
47,Receipts,WH/IN/05008,2020-07-06 01:00:19.000000,2020-07-13 04:32:40.000000,2020-07-06 01:07:39.573485,2020-07-13 04:32:39.794339,,PO04030,done,Partner Locations/Vendors,WH/Input,
82,Store Finished Product,WH/SFP/00006,2020-07-06 06:59:03.000000,,2020-07-06 05:59:08.254903,2020-07-12 10:12:49.197740,,MO/03007,cancel,WH/Stock/Finished Goods,WH/Stock,
2,Pick Components,WH/PC/00001,2020-07-02 05:59:10.000000,2020-07-06 01:00:21.000000,2020-07-02 05:59:38.703432,2020-07-06 01:00:20.535152,,MO/03000,done,WH/Stock,WH/WIP,
3,Store Finished Product,WH/SFP/00001,2020-07-02 06:59:31.000000,,2020-07-02 05:59:38.703432,2020-07-10 05:40:06.597921,,MO/03000,cancel,WH/Stock/Finished Goods,WH/Stock,
4652,Receipts,WH/IN/06606,2021-06-01 05:13:42.000000,2021-05-26 21:55:59.000000,2021-04-26 06:44:45.221842,2021-05-26 21:55:58.365831,,PO05184,done,Partner Locations/Vendors,WH/Input,1600.0
9546,Receipts,WH/IN/09070,2022-03-18 00:58:46.000000,2022-04-19 04:26:27.000000,2022-03-03 02:09:10.159672,2022-04-19 04:26:26.388869,,PO07058,done,Partner Locations/Vendors,WH/Input,
265,Goods Inwards Inspection,WH/GI/69,2020-07-13 00:39:03.000000,2020-11-26 05:09:52.000000,2020-07-13 04:46:02.195301,2020-11-26 05:09:52.040481,,PO04066,done,WH/Input,WH/Stock,
55,Pick Components,WH/PC/00004,2020-07-06 01:55:38.000000,2020-07-06 04:28:19.000000,2020-07-06 02:31:11.541697,2020-07-07 02:01:59.634757,,MO/03005,done,WH/Stock,WH/WIP,
30,Pick Components,WH/PC/00002,2020-07-06 00:02:55.000000,2020-07-06 01:42:47.000000,2020-07-06 00:05:03.581899,2020-07-07 02:17:02.457757,,MO/03001,done,WH/Stock,WH/WIP,
11793,Pick Components,WH/PC/01979,2022-09-07 01:12:32.000000,2022-09-07 04:53:24.000000,2022-09-07 01:12:41.231948,2022-09-07 04:53:19.229662,,MO/04771,done,WH/Stock,WH/WIP,
11926,Receipts,WH/IN/10229,2022-09-19 00:26:10.000000,2022-09-19 03:34:27.000000,2022-09-19 03:08:09.544075,2022-09-19 03:34:27.163154,,PO07932,done,Partner Locations/Vendors,WH/Input,
63,Receipts,WH/IN/05013,2020-07-02 00:34:41.000000,2020-07-06 03:48:08.000000,2020-07-06 03:38:34.263756,2020-07-06 03:48:08.417499,,PO04003,done,Partner Locations/Vendors,WH/Input,
11913,Receipts,WH/IN/10222,2022-09-22 05:10:29.000000,2022-09-19 04:01:22.000000,2022-09-15 06:16:06.580278,2022-09-19 04:01:21.940296,,PO07938,done,Partner Locations/Vendors,WH/Input,
64,Goods Inwards Inspection,WH/GI/13,2020-07-02 00:34:41.000000,,2020-07-06 03:38:34.263756,2020-07-06 03:48:08.417499,,PO04003,assigned,WH/Input,WH/Stock,
1,Receipts,WH/IN/05000,2020-07-01 00:18:30.000000,2020-07-09 00:02:19.000000,2020-07-01 00:27:36.235263,2020-07-09 00:02:18.652195,,PO04000,done,Partner Locations/Vendors,WH/Input,94.4
51,Receipts,WH/IN/05009,2021-06-24 23:38:08.000000,2020-07-31 04:24:35.000000,2020-07-06 02:14:07.190358,2020-07-31 04:24:35.136269,,PO04020,done,Partner Locations/Vendors,WH/Input,
152,Goods Inwards Inspection,WH/GI/41,2020-07-17 02:09:00.000000,2020-11-06 00:39:03.000000,2020-07-08 02:15:19.062919,2020-11-06 00:39:03.115618,,PO04043,done,WH/Input,WH/Stock,
61,Pick Components,WH/PC/00005,2020-07-06 03:30:31.000000,2020-07-06 04:03:50.000000,2020-07-06 03:32:01.019050,2020-07-06 04:03:48.733722,,MO/03006,done,WH/Stock,WH/WIP,
271,Goods Inwards Inspection,WH/GI/72,2020-07-20 00:45:03.000000,2020-11-26 05:11:17.000000,2020-07-13 04:48:02.897760,2020-11-26 05:11:16.906566,,PO04069,done,WH/Input,WH/Stock,
10838,Receipts,WH/IN/09688,2022-06-28 23:55:59.000000,2022-09-09 04:59:44.000000,2022-06-29 00:30:11.299730,2022-09-09 04:59:43.921868,,PO07569,done,Partner Locations/Vendors,WH/Input,
81,Pick Components,WH/PC/00009,2020-07-06 05:58:36.000000,2020-07-06 22:42:31.000000,2020-07-06 05:59:08.254903,2020-07-06 22:42:29.379031,,MO/03007,done,WH/Stock,WH/WIP,
11798,Pick Components,WH/PC/01982,2022-09-07 01:20:06.000000,2022-09-07 02:02:04.000000,2022-09-07 01:20:15.512370,2022-09-07 02:01:59.361815,,MO/04774,done,WH/Stock,WH/WIP,
11868,Receipts,WH/IN/10198,2022-09-12 05:54:10.000000,2022-09-27 04:02:02.000000,2022-09-13 04:05:53.380094,2022-09-27 04:02:02.658434,,PO07914,done,Partner Locations/Vendors,WH/Input,
11803,Receipts,WH/IN/10160,2022-09-09 05:01:24.000000,2022-09-07 23:19:20.000000,2022-09-07 11:27:39.681016,2022-09-07 23:19:20.030064,,PO07897,done,Partner Locations/Vendors,WH/Input,
62,Store Finished Product,WH/SFP/00005,2020-07-06 04:31:18.000000,,2020-07-06 03:32:01.019050,2020-07-06 23:35:16.155508,,MO/03006,cancel,WH/Stock/Finished Goods,WH/Stock,
11768,Receipts,WH/IN/10152,2022-09-12 02:16:49.000000,2022-10-05 03:20:26.000000,2022-09-06 00:52:06.180941,2022-10-05 03:20:25.517326,,PO07883,done,Partner Locations/Vendors,WH/Input,
11783,Delivery Orders,WH/OUT/00206,2022-09-06 23:27:47.000000,,2022-09-06 23:27:47.566811,2022-09-06 23:27:47.566811,,SO00108,confirmed,WH/Stock,Partner Locations/Customers,
57,Receipts,WH/IN/05011,2020-07-06 02:37:56.000000,2020-07-06 03:37:28.000000,2020-07-06 02:37:56.642334,2020-07-06 03:37:28.333419,,PO04024,done,Partner Locations/Vendors,WH/Input,
86,Pick Components,WH/PC/00012,2020-07-07 00:02:42.000000,2020-07-07 00:08:09.000000,2020-07-07 00:03:42.403899,2020-07-14 01:55:10.745232,,MO/03008,done,WH/Stock,WH/WIP,
11819,Pick Components,WH/PC/01987,2022-09-09 01:10:06.000000,2022-09-09 01:14:24.000000,2022-09-09 01:12:19.167233,2022-09-09 01:14:22.956713,,MO/04779,done,WH/Stock,WH/WIP,
91,Store Finished Product,WH/SFP/00008,2020-07-07 01:56:29.000000,,2020-07-07 00:56:41.650515,2020-07-07 22:20:41.278955,,MO/03009,cancel,WH/Stock/Finished Goods,WH/Stock,
11887,Pick Components,WH/PC/01997,2022-09-14 05:42:44.000000,2022-09-14 06:07:49.000000,2022-09-14 05:43:05.740881,2022-09-14 06:07:45.632704,,MO/04788,done,WH/Stock,WH/WIP,
11897,Pick Components,WH/PC/02000,2022-09-15 00:48:36.000000,2022-09-15 05:24:33.000000,2022-09-15 00:49:09.710517,2022-09-15 05:24:21.184152,,MO/04791,done,WH/Stock,WH/WIP,
90,Pick Components,WH/PC/00013,2020-07-07 00:56:11.000000,,2020-07-07 00:56:41.650515,2020-07-07 22:20:41.278955,,MO/03009,cancel,WH/Stock,WH/WIP,
53,Receipts,WH/IN/05010,2020-07-07 23:26:32.000000,2020-07-13 05:20:45.000000,2020-07-06 02:14:36.892550,2020-07-13 05:20:45.522251,,PO04018,done,Partner Locations/Vendors,WH/Input,
40,Goods Inwards Inspection,WH/GI/4,2020-07-02 00:02:26.000000,2020-11-06 00:37:53.000000,2020-07-06 00:44:31.377030,2020-11-06 00:37:53.324224,,PO04023,done,WH/Input,WH/Stock,
11945,Receipts,WH/IN/10238,2022-09-27 04:42:54.000000,2022-09-27 05:27:18.000000,2022-09-20 04:52:12.784423,2022-09-27 05:27:18.254681,,PO07952,done,Partner Locations/Vendors,WH/Input,
11749,Receipts,WH/IN/10141,2022-09-12 01:41:10.000000,2022-09-09 03:05:40.000000,2022-09-05 01:56:20.424607,2022-09-09 03:05:40.383672,,PO07880,done,Partner Locations/Vendors,WH/Input,
80,Goods Inwards Inspection,WH/GI/18,2020-07-10 00:44:20.000000,,2020-07-06 05:45:48.744187,2020-07-07 22:49:19.045967,,PO04029,cancel,WH/Input,WH/Stock,
11784,Delivery Orders,WH/OUT/00207,2022-09-06 23:32:14.000000,,2022-09-06 23:32:14.793775,2022-11-18 01:25:50.876357,,SO00109,assigned,WH/Stock,Partner Locations/Customers,
87,Store Finished Product,WH/SFP/00007,2020-07-07 01:03:38.000000,,2020-07-07 00:03:42.403899,2020-07-14 01:58:08.325474,,MO/03008,cancel,WH/Stock/Finished Goods,WH/Stock,
695,Goods Inwards Inspection,WH/GI/174,2020-09-02 02:21:16.000000,2020-11-30 04:58:25.000000,2020-08-18 03:57:42.536743,2020-11-30 04:58:24.903083,,PO04167,done,WH/Input,WH/Stock,
69,Goods Inwards Inspection,WH/GI/14,2020-07-02 22:42:45.000000,2020-11-06 00:38:46.000000,2020-07-06 04:13:30.252544,2020-11-06 00:38:46.763078,,PO04015,done,WH/Input,WH/Stock,
75,Goods Inwards Inspection,WH/GI/17,2020-07-07 04:09:07.000000,2020-11-26 04:16:41.000000,2020-07-06 04:26:57.866568,2020-11-26 04:16:40.875380,,PO04031,done,WH/Input,WH/Stock,
35,Receipts,WH/IN/05002,2020-07-06 02:20:10.000000,2020-08-17 01:50:24.000000,2020-07-06 00:43:44.834557,2020-08-17 01:50:23.978737,,PO04025,done,Partner Locations/Vendors,WH/Input,
59,Receipts,WH/IN/05012,2020-07-13 00:28:19.000000,2020-07-07 05:01:36.000000,2020-07-06 02:58:11.824928,2020-07-07 05:01:36.219739,,PO04026,done,Partner Locations/Vendors,WH/Input,
44,Goods Inwards Inspection,WH/GI/6,2020-07-02 07:50:27.000000,,2020-07-06 01:06:57.836491,2020-08-23 23:44:39.776148,,PO04014,assigned,WH/Input,WH/Stock,
50,Store Finished Product,WH/SFP/00003,2020-07-06 02:57:27.000000,,2020-07-06 01:57:32.104781,2020-07-06 02:30:54.908851,,MO/03003,cancel,WH/Stock/Finished Goods,WH/Stock,
49,Pick Components,WH/PC/00003,2020-07-06 01:55:38.000000,,2020-07-06 01:57:32.104781,2020-07-06 02:30:54.908851,,MO/03003,cancel,WH/Stock,WH/WIP,
11816,Receipts,WH/IN/10166,2022-09-15 22:43:48.000000,2022-09-12 06:18:55.000000,2022-09-08 23:31:12.949810,2022-09-12 06:18:55.165339,,PO07902,done,Partner Locations/Vendors,WH/Input,
42,Goods Inwards Inspection,WH/GI/5,2020-07-02 00:06:26.000000,,2020-07-06 00:44:47.309513,2020-07-06 02:37:47.023310,,PO04024,cancel,WH/Input,WH/Stock,
41,Receipts,WH/IN/05005,2020-07-02 00:06:26.000000,,2020-07-06 00:44:47.309513,2020-07-06 02:37:47.023310,,PO04024,cancel,Partner Locations/Vendors,WH/Input,
72,Receipts,WH/IN/05016,2020-07-07 23:48:04.000000,2020-07-06 23:33:24.000000,2020-07-06 04:14:51.884369,2020-07-06 23:33:23.649102,,PO04021,done,Partner Locations/Vendors,WH/Input,
37,Receipts,WH/IN/05003,2020-07-09 23:54:43.000000,2020-07-13 03:55:34.000000,2020-07-06 00:44:05.860439,2020-07-13 03:55:34.443169,,PO04022,done,Partner Locations/Vendors,WH/Input,
46,Goods Inwards Inspection,WH/GI/7,2020-07-02 07:41:41.000000,2020-11-11 00:55:37.000000,2020-07-06 01:07:19.212871,2020-11-11 00:55:37.639472,,PO04013,done,WH/Input,WH/Stock,
48,Goods Inwards Inspection,WH/GI/8,2020-07-06 01:00:19.000000,2020-11-11 00:55:55.000000,2020-07-06 01:07:39.573485,2020-11-11 00:55:55.724715,,PO04030,done,WH/Input,WH/Stock,
31,Store Finished Product,WH/SFP/00002,2020-07-06 01:05:01.000000,,2020-07-06 00:05:03.581899,2020-07-12 10:11:14.861217,,MO/03001,cancel,WH/Stock/Finished Goods,WH/Stock,
73,Goods Inwards Inspection,WH/GI/16,2020-07-07 23:48:04.000000,2020-11-26 04:58:29.000000,2020-07-06 04:14:51.884369,2020-11-26 04:58:29.312574,,PO04021,done,WH/Input,WH/Stock,
70,Receipts,WH/IN/05015,2020-07-08 23:34:21.000000,2020-07-10 00:28:17.000000,2020-07-06 04:13:56.275367,2020-07-10 00:28:17.668229,,PO04019,done,Partner Locations/Vendors,WH/Input,
45,Receipts,WH/IN/05007,2020-07-02 07:41:41.000000,2020-07-06 03:32:56.000000,2020-07-06 01:07:19.212871,2020-07-06 03:32:56.083944,,PO04013,done,Partner Locations/Vendors,WH/Input,
39,Receipts,WH/IN/05004,2020-07-02 00:02:26.000000,2020-07-06 03:36:23.000000,2020-07-06 00:44:31.377030,2020-07-06 03:36:22.722868,,PO04023,done,Partner Locations/Vendors,WH/Input,
68,Receipts,WH/IN/05014,2020-07-02 22:42:45.000000,2020-07-06 04:20:51.000000,2020-07-06 04:13:30.252544,2020-07-06 04:20:50.975861,,PO04015,done,Partner Locations/Vendors,WH/Input,
290,Receipts,WH/IN/05088,2020-07-31 01:34:03.000000,2020-08-13 06:46:09.000000,2020-07-14 05:03:46.856194,2020-08-13 06:46:09.599498,,PO04071,done,Partner Locations/Vendors,WH/Input,
107,Goods Inwards Inspection,WH/GI/25,2020-07-06 02:41:55.000000,,2020-07-07 03:41:20.972042,2020-07-07 05:23:41.688314,,PO04039,confirmed,WH/Input,WH/Stock,
3178,Receipts,WH/IN/05985,2021-02-02 11:28:19.000000,,2021-02-02 03:06:57.857743,2021-02-02 03:06:57.857743,,PO04753,assigned,Partner Locations/Vendors,WH/Input,
110,Goods Inwards Inspection,WH/GI/26,2020-07-01 02:32:23.000000,,2020-07-07 03:47:17.434573,2020-07-07 05:28:00.896397,,PO04038,confirmed,WH/Input,WH/Stock,
11854,Pick Components,WH/PC/01996,2022-09-12 04:46:33.000000,2022-09-12 05:52:47.000000,2022-09-12 04:46:59.344236,2022-09-12 05:52:46.152708,,MO/04787,done,WH/Stock,WH/WIP,
1457,Receipts,WH/IN/05413,2020-11-09 00:12:57.000000,2020-11-05 00:04:20.000000,2020-10-26 05:43:54.265104,2020-11-05 00:04:19.991938,,PO04333,done,Partner Locations/Vendors,WH/Input,
130,Goods Inwards Inspection,WH/GI/34,2020-07-10 02:06:11.000000,,2020-07-07 04:36:10.437127,2020-07-09 00:59:06.314407,,PO04037,confirmed,WH/Input,WH/Stock,
111,Receipts,WH/IN/05027,2020-07-10 00:40:43.000000,2020-07-09 00:14:20.000000,2020-07-07 03:47:58.954732,2020-07-09 00:14:20.485156,,PO04028,done,Partner Locations/Vendors,WH/Input,
2193,Receipts,WH/IN/05648,2020-12-04 04:26:36.000000,2020-12-06 23:09:40.000000,2020-12-04 05:05:19.043031,2020-12-06 23:09:40.249589,,PO04508,done,Partner Locations/Vendors,WH/Input,
136,Goods Inwards Inspection,WH/GI/36,2020-07-02 03:53:42.000000,2020-07-27 00:05:02.000000,2020-07-07 05:11:19.609884,2020-07-27 00:05:02.095531,,PO04012,done,WH/Input,WH/Stock,
60,Goods Inwards Inspection,WH/GI/12,2020-07-13 00:28:19.000000,2020-11-11 00:56:26.000000,2020-07-06 02:58:11.824928,2020-11-11 00:56:26.097761,,PO04026,done,WH/Input,WH/Stock,
11827,Pick Components,WH/PC/01989,2022-09-09 04:55:05.000000,2022-09-09 05:18:51.000000,2022-09-09 04:56:02.826701,2022-09-09 05:18:49.414602,,MO/04781,done,WH/Stock,WH/WIP,
97,Goods Inwards Inspection,WH/GI/20,2020-07-06 04:39:20.000000,,2020-07-07 01:41:19.881380,2020-09-07 04:33:43.432459,,PO04032,assigned,WH/Input,WH/Stock,
139,Receipts,WH/IN/05037,2020-08-06 00:23:43.000000,,2020-07-07 05:29:57.788267,2020-07-07 05:30:09.688615,,PO04001,cancel,Partner Locations/Vendors,WH/Input,
113,Receipts,WH/IN/05028,2020-07-10 00:33:11.000000,2020-07-12 23:36:51.000000,2020-07-07 03:48:11.886948,2020-07-12 23:36:51.382131,,PO04027,done,Partner Locations/Vendors,WH/Input,
11848,Receipts,WH/IN/10186,2022-09-19 03:03:09.000000,2022-09-14 05:26:30.000000,2022-09-12 04:25:49.568283,2022-09-14 05:26:29.908261,,PO07911,done,Partner Locations/Vendors,WH/Input,
140,Goods Inwards Inspection,WH/GI/37,2020-08-06 00:23:43.000000,,2020-07-07 05:29:57.788267,2020-07-07 05:30:09.688615,,PO04001,cancel,WH/Input,WH/Stock,
119,Receipts,WH/IN/05029,2020-07-02 00:47:50.000000,2020-07-09 00:45:33.000000,2020-07-07 04:04:34.605245,2020-07-09 00:45:32.710617,,PO04006,done,Partner Locations/Vendors,WH/Input,
131,Receipts,WH/IN/05035,2020-07-14 04:07:11.000000,2020-07-14 03:34:26.000000,2020-07-07 04:36:45.587467,2020-07-14 03:34:25.695515,,PO04040,done,Partner Locations/Vendors,WH/Input,
172,Receipts,WH/IN/05048,2020-07-09 01:49:23.000000,2020-07-09 23:17:58.000000,2020-07-09 02:04:55.019800,2020-07-09 23:17:57.917160,,PO04052,done,Partner Locations/Vendors,WH/Input,
132,Goods Inwards Inspection,WH/GI/35,2020-07-14 04:07:11.000000,2020-11-26 05:02:06.000000,2020-07-07 04:36:45.587467,2020-11-26 05:02:06.478487,,PO04040,done,WH/Input,WH/Stock,
11847,Pick Components,WH/PC/01991,2022-09-12 04:20:15.000000,2022-09-12 05:16:09.000000,2022-09-12 04:21:59.322440,2022-09-12 05:16:08.250169,,MO/04782,done,WH/Stock,WH/WIP,
124,Goods Inwards Inspection,WH/GI/31,2020-07-30 01:00:03.000000,,2020-07-07 04:07:05.226683,2020-07-09 01:28:00.340764,,PO04008,confirmed,WH/Input,WH/Stock,
102,Receipts,WH/IN/05023,2020-07-02 03:06:39.000000,2020-07-07 03:38:36.000000,2020-07-07 03:36:08.290060,2020-07-07 03:38:35.595992,,PO04011,done,Partner Locations/Vendors,WH/Input,1841.95
612,Pick Components,WH/PC/00086,2020-08-12 01:56:59.000000,2020-08-12 22:22:10.000000,2020-08-12 01:57:12.665153,2020-08-12 22:22:09.100551,,MO/03084,done,WH/Stock,WH/WIP,
11920,Pick Components,WH/PC/02007,2022-09-18 22:34:06.000000,2022-09-18 22:48:47.000000,2022-09-18 22:34:39.025213,2022-09-18 22:48:45.330307,,MO/04798,done,WH/Stock,WH/WIP,
123,Receipts,WH/IN/05031,2020-07-30 01:00:03.000000,2020-07-09 01:20:31.000000,2020-07-07 04:07:05.226683,2020-07-09 01:20:31.045219,,PO04008,done,Partner Locations/Vendors,WH/Input,3120.0
99,Goods Inwards Inspection,WH/GI/21,2020-07-06 05:06:30.000000,,2020-07-07 01:41:38.981752,2020-07-19 23:30:29.565675,,PO04033,cancel,WH/Input,WH/Stock,
223,Receipts,WH/IN/05063,2020-08-13 00:20:37.000000,2020-07-14 04:54:23.000000,2020-07-10 02:05:53.082155,2020-07-14 04:54:21.601586,WH/IN/05062,PO04047,done,Partner Locations/Vendors,WH/Input,2640.0
5522,Pick Components,WH/PC/01068,2021-06-17 01:04:32.000000,2021-06-17 03:55:03.000000,2021-06-17 01:05:10.098885,2022-09-19 06:31:49.451106,,MO/03968,done,WH/Stock,WH/WIP,
103,Goods Inwards Inspection,WH/GI/23,2020-07-02 03:06:39.000000,,2020-07-07 03:36:08.290060,2020-07-07 03:46:26.153292,,PO04011,confirmed,WH/Input,WH/Stock,
94,Receipts,WH/IN/05019,2020-07-10 00:48:16.000000,2020-07-19 23:37:04.000000,2020-07-07 01:20:20.839442,2020-07-19 23:37:03.910701,,PO04036,done,Partner Locations/Vendors,WH/Input,
354,Pick Components,WH/PC/00033,2020-07-19 22:42:39.000000,2020-07-20 01:52:12.000000,2020-07-19 22:42:54.170747,2020-07-20 01:52:11.934456,,MO/03031,done,WH/Stock,WH/WIP,
109,Receipts,WH/IN/05026,2020-07-01 02:32:23.000000,2020-07-07 05:07:28.000000,2020-07-07 03:47:17.434573,2020-07-07 05:07:26.649760,,PO04038,done,Partner Locations/Vendors,WH/Input,1020.0
106,Receipts,WH/IN/05025,2020-07-06 02:41:55.000000,2020-07-07 05:12:10.000000,2020-07-07 03:41:20.972042,2020-07-07 05:12:08.024534,,PO04039,done,Partner Locations/Vendors,WH/Input,5840.0
328,Pick Components,WH/PC/00029,2020-07-16 04:40:47.000000,2020-07-16 04:43:23.000000,2020-07-16 04:41:06.444600,2020-07-16 04:43:22.017075,,MO/03028,done,WH/Stock,WH/WIP,
151,Receipts,WH/IN/05041,2020-07-17 02:09:00.000000,2020-07-15 03:13:30.000000,2020-07-08 02:15:19.062919,2020-07-15 03:13:29.996377,,PO04043,done,Partner Locations/Vendors,WH/Input,
144,Goods Inwards Inspection,WH/GI/39,2020-08-06 00:23:43.000000,,2020-07-07 11:52:56.834137,2020-08-19 03:57:42.250222,,PO04001,confirmed,WH/Input,WH/Stock,
8197,Receipts,WH/IN/08335,2022-01-03 03:51:56.000000,2022-01-10 23:07:28.000000,2021-11-22 04:03:12.689299,2022-01-10 23:07:27.964781,,PO06502,done,Partner Locations/Vendors,WH/Input,
766,Pick Components,WH/PC/00106,2020-08-25 23:24:04.000000,2020-08-26 01:10:35.000000,2020-08-25 23:24:22.092375,2020-08-26 01:10:34.454721,,MO/03104,done,WH/Stock,WH/WIP,
189,Goods Inwards Inspection,WH/GI/51,2020-07-22 01:44:22.000000,2021-12-13 00:18:10.000000,2020-07-09 05:57:49.256591,2021-12-13 00:18:10.651732,,PO04042,done,WH/Input,WH/Stock,
154,Store Finished Product,WH/SFP/00009,2020-07-08 04:27:20.000000,,2020-07-08 03:28:03.727649,2020-07-12 10:13:10.123864,,MO/03011,cancel,WH/Stock/Finished Goods,WH/Stock,
11914,Pick Components,WH/PC/02005,2022-09-15 06:47:12.000000,2022-09-15 06:51:51.000000,2022-09-15 06:47:31.621920,2022-09-15 06:51:48.378796,,MO/04796,done,WH/Stock,WH/WIP,
179,Goods Inwards Inspection,WH/GI/49,2020-07-17 04:24:56.000000,2020-11-26 05:05:11.000000,2020-07-09 04:36:00.432512,2020-11-26 05:05:11.403682,,PO04053,done,WH/Input,WH/Stock,
10575,Receipts,WH/IN/09546,2022-09-12 05:24:34.000000,2022-09-15 22:49:44.000000,2022-06-09 07:35:34.484289,2022-09-15 22:49:44.304134,,PO07453,done,Partner Locations/Vendors,WH/Input,
165,Store Finished Product,WH/SFP/00010,2020-07-09 01:08:23.000000,,2020-07-09 00:13:34.104626,2020-07-12 10:13:35.411047,,MO/03012,cancel,WH/Stock/Finished Goods,WH/Stock,
416,Goods Inwards Inspection,WH/GI/108,2020-07-30 23:19:56.000000,,2020-07-23 00:10:04.730603,2020-08-11 23:41:16.917971,,PO04106,assigned,WH/Input,WH/Stock,
176,Goods Inwards Inspection,WH/GI/48,2020-07-17 00:37:30.000000,2020-11-06 00:39:34.000000,2020-07-09 03:26:03.646687,2020-11-06 00:39:34.508988,,PO04049,done,WH/Input,WH/Stock,
175,Receipts,WH/IN/05049,2020-07-17 00:37:30.000000,2020-07-16 04:23:04.000000,2020-07-09 03:26:03.646687,2020-07-16 04:23:04.489956,,PO04049,done,Partner Locations/Vendors,WH/Input,
178,Receipts,WH/IN/05050,2020-07-17 04:24:56.000000,2020-07-13 01:41:47.000000,2020-07-09 04:36:00.432512,2020-07-13 01:41:47.599323,,PO04053,done,Partner Locations/Vendors,WH/Input,
502,Goods Inwards Inspection,WH/GI/126,2020-08-14 04:09:19.000000,2020-11-26 05:55:53.000000,2020-07-30 05:33:32.547868,2020-11-26 05:55:52.957300,,PO04124,done,WH/Input,WH/Stock,
1458,Goods Inwards Inspection,WH/GI/334,2020-11-09 00:12:57.000000,2021-12-13 00:42:52.000000,2020-10-26 05:43:54.265104,2021-12-13 00:42:52.746851,,PO04333,done,WH/Input,WH/Stock,
158,Goods Inwards Inspection,WH/GI/43,2020-07-22 03:37:00.000000,,2020-07-08 04:00:17.696562,2020-07-30 03:18:03.375244,,PO04044,confirmed,WH/Input,WH/Stock,
6208,Receipts,WH/IN/07248,2021-07-19 23:49:21.000000,2021-07-20 00:37:02.000000,2021-07-19 23:55:22.562455,2021-07-20 00:37:02.019659,,PO05673,done,Partner Locations/Vendors,WH/Input,
11898,Pick Components,WH/PC/02001,2022-09-15 02:04:11.000000,2022-09-15 02:06:33.000000,2022-09-15 02:04:38.250189,2022-09-15 02:06:31.256111,,MO/04792,done,WH/Stock,WH/WIP,
148,Goods Inwards Inspection,WH/GI/40,2020-07-14 00:26:22.000000,,2020-07-08 00:04:23.635014,2020-07-08 01:32:15.244157,,PO04035,cancel,WH/Input,WH/Stock,
11612,Receipts,WH/IN/10084,2022-09-11 23:02:53.000000,2022-09-15 23:29:21.000000,2022-08-24 03:37:48.159443,2022-09-15 23:29:20.909363,,PO07838,done,Partner Locations/Vendors,WH/Input,
11940,Receipts,WH/IN/10235,2022-09-28 22:59:38.000000,2022-09-27 04:41:51.000000,2022-09-19 23:28:19.197544,2022-09-27 04:41:51.285643,,PO07948,done,Partner Locations/Vendors,WH/Input,
147,Receipts,WH/IN/05040,2020-07-14 00:26:22.000000,,2020-07-08 00:04:23.635014,2020-07-08 01:32:15.244157,,PO04035,cancel,Partner Locations/Vendors,WH/Input,
161,Receipts,WH/IN/05045,2020-07-01 22:53:59.000000,2020-07-08 23:11:34.000000,2020-07-08 05:53:14.347587,2020-07-08 23:11:34.616890,,PO04016,done,Partner Locations/Vendors,WH/Input,
230,Receipts,WH/IN/05064,2020-07-13 04:08:27.000000,2020-07-17 00:05:31.000000,2020-07-12 23:18:03.114163,2020-07-17 00:05:30.881406,WH/IN/05017,PO04031,done,Partner Locations/Vendors,WH/Input,
74,Receipts,WH/IN/05017,2020-07-07 04:09:07.000000,2020-07-12 23:18:03.000000,2020-07-06 04:26:57.866568,2020-07-12 23:18:03.114163,,PO04031,done,Partner Locations/Vendors,WH/Input,
11849,Receipts,WH/IN/10187,2022-09-21 03:47:51.000000,2022-09-19 04:24:07.000000,2022-09-12 04:30:49.757446,2022-09-19 04:24:07.441875,,PO07912,done,Partner Locations/Vendors,WH/Input,
11722,Receipts,WH/IN/10130,2022-09-04 22:34:56.000000,2022-09-15 23:32:12.000000,2022-09-01 23:00:15.150951,2022-09-15 23:32:12.351034,,PO07871,done,Partner Locations/Vendors,WH/Input,
159,Receipts,WH/IN/05044,2020-07-13 04:56:20.000000,2020-07-12 23:38:27.000000,2020-07-08 05:46:38.593173,2020-07-12 23:38:26.698598,,PO04045,done,Partner Locations/Vendors,WH/Input,
