internal_transfer_id,operation_type,transfer_reference,scheduled_date,effective_date,created_date,updated_date,back_order,source_document,transfer_state,source_location,destination_location,transfer_amount
10410,Receipts,WH/IN/09470,2022-05-23 03:32:59.000000,2022-05-23 23:02:32.000000,2022-05-23 05:43:23.704869,2022-05-23 23:02:32.256978,,PO07379,done,Partner Locations/Vendors,WH/Input,
10415,Pick Components,WH/PC/01682,2022-05-23 22:12:40.000000,,2022-05-23 22:13:23.118327,2022-05-23 23:39:51.368224,,MO/04510,cancel,WH/Stock,WH/WIP,
10411,Receipts,WH/IN/09471,2022-06-05 22:37:24.000000,2022-06-14 04:25:30.000000,2022-05-23 06:05:17.611432,2022-06-14 04:25:30.457942,,PO07375,done,Partner Locations/Vendors,WH/Input,
10347,Receipts,WH/IN/09440,2022-05-23 00:20:40.000000,2022-05-24 04:51:28.000000,2022-05-18 05:52:39.998753,2022-05-24 04:51:28.072145,,PO07354,done,Partner Locations/Vendors,WH/Input,
10256,Receipts,WH/IN/09395,2022-05-11 00:07:01.000000,2022-05-25 00:32:13.000000,2022-05-11 00:15:06.323404,2022-05-25 00:32:11.523287,,PO07312,done,Partner Locations/Vendors,WH/Input,669.36
10306,Receipts,WH/IN/09422,2022-05-15 23:24:17.000000,2022-05-29 22:44:21.000000,2022-05-15 23:27:03.983047,2022-05-29 22:44:20.408299,,PO07337,done,Partner Locations/Vendors,WH/Input,
11704,Receipts,WH/IN/10121,2022-10-11 22:36:59.000000,,2022-08-31 01:36:16.817926,2022-08-31 01:36:16.817926,,PO07863,assigned,Partner Locations/Vendors,WH/Input,
10117,Receipts,WH/IN/09339,2022-06-15 23:59:09.000000,2022-05-30 05:18:49.000000,2022-04-29 02:57:28.811733,2022-05-30 05:18:48.716969,,PO07261,done,Partner Locations/Vendors,WH/Input,
11052,Receipts,WH/IN/09808,2022-07-13 23:15:54.000000,2022-07-14 00:46:09.000000,2022-07-12 23:43:39.186061,2022-07-14 00:46:09.096587,,PO07652,done,Partner Locations/Vendors,WH/Input,
10257,Receipts,WH/IN/09396,2022-05-18 00:26:33.000000,2022-05-16 00:16:59.000000,2022-05-11 02:38:26.319103,2022-05-16 00:16:58.454677,,PO07313,done,Partner Locations/Vendors,WH/Input,
10258,Receipts,WH/IN/09397,2022-05-18 01:24:40.000000,2022-05-17 00:53:38.000000,2022-05-11 02:38:54.855387,2022-05-17 00:53:37.589467,,PO07314,done,Partner Locations/Vendors,WH/Input,
9787,Pick Components,WH/PC/01497,2022-03-24 03:09:31.000000,2022-03-24 04:19:47.000000,2022-03-24 03:10:07.768393,2022-03-24 04:19:44.009509,,MO/04336,done,WH/Stock,WH/WIP,
10076,Pick Components,WH/PC/01591,2022-04-26 07:26:21.000000,2022-04-26 07:36:26.000000,2022-04-26 07:27:18.078601,2022-04-26 07:36:21.656568,,MO/04421,done,WH/Stock,WH/WIP,
10031,Receipts,WH/IN/09316,2022-04-26 04:46:28.000000,2022-04-28 06:08:54.000000,2022-04-21 05:01:34.656182,2022-04-28 06:08:53.969629,,PO07249,done,Partner Locations/Vendors,WH/Input,
9850,Receipts,WH/IN/09230,2022-04-11 00:27:42.000000,,2022-04-04 00:37:43.427768,2022-04-04 01:17:54.218918,,PO07180,cancel,Partner Locations/Vendors,WH/Input,
10119,Receipts,WH/IN/09341,2022-04-13 23:41:35.000000,2022-05-02 22:58:21.000000,2022-04-29 03:42:43.413883,2022-05-02 22:58:19.648364,WH/IN/09295,PO07234,done,Partner Locations/Vendors,WH/Input,6100.0
9342,Receipts,WH/IN/08961,2021-12-06 03:39:55.000000,2022-04-04 03:01:40.000000,2022-02-13 23:13:38.891597,2022-04-04 03:01:38.310983,WH/IN/08850,PO06499,done,Partner Locations/Vendors,WH/Input,58.0
9853,Receipts,WH/IN/09233,2021-12-06 03:39:17.000000,2022-04-08 04:30:50.000000,2022-04-04 03:01:38.310983,2022-04-08 04:30:48.766811,WH/IN/08961,PO06499,done,Partner Locations/Vendors,WH/Input,257.88
10160,Pick Components,WH/PC/01617,2022-05-04 23:05:01.000000,2022-05-04 23:41:30.000000,2022-05-04 23:05:25.555101,2022-05-04 23:41:28.821700,,MO/04444,done,WH/Stock,WH/WIP,
9907,Receipts,WH/IN/09274,2022-04-15 04:11:07.000000,2022-04-12 00:10:34.000000,2022-04-08 04:40:56.630303,2022-04-12 00:10:34.289138,,PO07218,done,Partner Locations/Vendors,WH/Input,
10357,Pick Components,WH/PC/01672,2022-05-19 00:03:55.000000,2022-05-19 00:46:40.000000,2022-05-19 00:04:05.530018,2022-05-19 00:46:39.861849,,MO/04500,done,WH/Stock,WH/WIP,
9959,Receipts,WH/IN/09292,2022-04-20 00:02:58.000000,,2022-04-13 03:42:00.406698,2022-04-13 03:50:27.410498,,PO07228,cancel,Partner Locations/Vendors,WH/Input,
10217,Pick Components,WH/PC/01640,2022-05-09 01:51:13.000000,,2022-05-09 01:51:23.563492,2022-05-09 03:15:35.710076,,MO/04467,cancel,WH/Stock,WH/WIP,
10354,Goods Inwards Inspection,WH/GI/1022,2022-04-13 23:42:37.000000,2022-05-22 23:13:34.000000,2022-05-18 22:55:58.942924,2022-05-22 23:13:33.020010,WH/GI/1021,PO07234,done,WH/Input,WH/Stock,
9962,Pick Components,WH/PC/01537,2022-04-13 05:02:22.000000,2022-04-13 05:23:57.000000,2022-04-13 05:03:31.608427,2022-04-13 05:23:56.256882,,MO/04372,done,WH/Stock,WH/WIP,
10397,Goods Inwards Inspection,WH/GI/1031,2022-04-13 23:42:37.000000,2022-05-24 04:08:06.000000,2022-05-22 23:14:52.065434,2022-05-24 04:08:04.295778,WH/GI/1030,PO07234,done,WH/Input,WH/Stock,
10412,Receipts,WH/IN/09472,2022-06-09 22:57:48.000000,,2022-05-23 06:05:59.727811,2022-05-26 02:32:12.144205,,PO07376,cancel,Partner Locations/Vendors,WH/Input,
10348,Receipts,WH/IN/09441,2022-05-30 00:56:12.000000,2022-05-26 04:11:04.000000,2022-05-18 05:56:43.361459,2022-05-26 04:11:03.611734,,PO07356,done,Partner Locations/Vendors,WH/Input,
9976,Receipts,WH/IN/09301,2022-05-12 02:25:24.000000,2022-06-01 04:41:58.000000,2022-04-14 07:26:30.544612,2022-06-01 04:41:58.534911,,PO07236,done,Partner Locations/Vendors,WH/Input,
9908,Receipts,WH/IN/09275,2022-04-29 19:39:01.000000,2022-05-05 03:53:16.000000,2022-04-08 23:40:21.319686,2022-05-05 03:53:15.472226,,PO07220,done,Partner Locations/Vendors,WH/Input,
9979,Pick Components,WH/PC/01543,2022-04-18 23:26:25.000000,2022-04-19 05:31:12.000000,2022-04-18 23:26:54.071393,2022-04-19 05:31:09.736143,,MO/04377,done,WH/Stock,WH/WIP,
10259,Receipts,WH/IN/09398,2022-05-12 01:29:20.000000,2022-05-13 00:01:22.000000,2022-05-11 02:39:12.296026,2022-05-13 00:01:22.090981,,PO07315,done,Partner Locations/Vendors,WH/Input,
8111,Receipts,WH/IN/08280,2021-11-29 23:28:15.000000,2022-03-07 22:04:41.000000,2021-11-17 00:19:56.478676,2022-03-07 22:04:40.658960,,PO06469,done,Partner Locations/Vendors,WH/Input,
9593,Goods Inwards Inspection,WH/GI/983,2021-12-17 04:03:25.000000,2022-03-07 22:12:43.000000,2022-03-07 22:07:05.849426,2022-03-07 22:12:42.950311,WH/GI/982,PO06572,done,WH/Input,WH/Stock,
9532,Pick Components,WH/PC/01482,2022-03-01 23:42:27.000000,2022-03-09 00:54:59.000000,2022-03-01 23:43:05.437400,2022-03-09 00:54:58.735585,,MO/04323,done,WH/Stock,WH/WIP,
9440,Pick Components,WH/PC/01479,2022-02-21 02:31:10.000000,2022-02-21 02:32:52.000000,2022-02-21 02:31:23.521471,2022-04-22 12:19:35.956671,,MO/04320,done,WH/Stock,WH/WIP,
10145,Pick Components,WH/PC/01610,2022-05-03 05:53:05.000000,,2022-05-03 05:53:30.280896,2022-05-05 04:17:24.500274,,MO/04437,cancel,WH/Stock,WH/WIP,
9854,Receipts,WH/IN/09234,2022-04-01 00:55:40.000000,2022-04-04 03:12:49.000000,2022-04-04 03:11:55.736502,2022-04-04 03:12:48.835433,,PO07172,done,Partner Locations/Vendors,WH/Input,
10472,Receipts,WH/IN/09498,2022-06-26 23:16:02.000000,2022-07-19 03:06:21.000000,2022-05-30 04:29:09.937519,2022-07-19 03:06:21.385574,,PO07398,done,Partner Locations/Vendors,WH/Input,
10476,Receipts,WH/IN/09502,2022-06-06 23:26:28.000000,2022-06-16 03:20:51.000000,2022-05-30 23:30:39.983022,2022-06-16 03:20:51.344055,,PO07405,done,Partner Locations/Vendors,WH/Input,
9788,Receipts,WH/IN/09198,2022-03-31 02:57:38.000000,2022-04-04 05:53:29.000000,2022-03-24 05:12:13.695972,2022-04-04 05:53:28.977443,,PO07150,done,Partner Locations/Vendors,WH/Input,
10077,Pick Components,WH/PC/01592,2022-04-26 07:43:55.000000,2022-04-26 07:46:29.000000,2022-04-26 07:45:00.209558,2022-04-26 07:46:29.522099,,MO/04423,done,WH/Stock,WH/WIP,
11051,Goods Inwards Inspection,WH/GI/1094,2022-07-06 03:08:32.000000,2022-07-13 01:13:15.000000,2022-07-12 22:38:26.224051,2022-07-13 01:13:15.054993,WH/GI/1089,PO07438,done,WH/Input,WH/Stock,
10323,Pick Components,WH/PC/01664,2022-05-17 00:21:28.000000,2022-05-17 03:53:13.000000,2022-05-17 00:21:43.261430,2022-05-17 03:53:11.975859,,MO/04492,done,WH/Stock,WH/WIP,
10189,Receipts,WH/IN/09373,2022-05-23 08:54:13.000000,,2022-05-06 10:02:36.839343,2022-05-18 00:02:11.323093,,PO07295,cancel,Partner Locations/Vendors,WH/Input,
10373,Receipts,WH/IN/09453,2022-05-20 02:04:40.000000,2022-05-20 04:45:27.000000,2022-05-19 03:54:09.135742,2022-05-20 04:45:27.210686,,PO07366,done,Partner Locations/Vendors,WH/Input,
10170,Pick Components,WH/PC/01620,2022-05-05 03:22:38.000000,2022-05-05 03:24:41.000000,2022-05-05 03:23:40.841937,2022-05-05 03:24:41.546190,,MO/04448,done,WH/Stock,WH/WIP,
10162,Receipts,WH/IN/09359,2022-05-11 23:10:21.000000,2022-05-09 03:58:36.000000,2022-05-04 23:32:40.759627,2022-05-09 03:58:35.607097,,PO07280,done,Partner Locations/Vendors,WH/Input,
9233,Receipts,WH/IN/08893,2022-02-11 09:33:11.000000,2022-03-24 05:33:03.000000,2022-02-03 23:25:34.422330,2022-03-24 05:33:02.899487,,PO06913,done,Partner Locations/Vendors,WH/Input,
9509,Receipts,WH/IN/09048,2022-02-25 03:45:06.000000,2022-04-04 03:32:19.000000,2022-02-28 00:31:53.472225,2022-04-04 03:32:18.632057,WH/IN/08899,PO06918,done,Partner Locations/Vendors,WH/Input,
9865,Receipts,WH/IN/09243,2022-04-12 00:16:18.000000,2022-04-20 03:04:17.000000,2022-04-05 01:34:49.028148,2022-04-20 03:04:16.575413,,PO07183,done,Partner Locations/Vendors,WH/Input,
10185,Receipts,WH/IN/09371,2022-05-10 00:18:42.000000,2022-05-13 02:06:55.000000,2022-05-06 03:42:28.273612,2022-05-13 02:06:54.272750,WH/IN/09349,PO07271,done,Partner Locations/Vendors,WH/Input,
9909,Receipts,WH/IN/09276,2022-05-27 02:57:11.000000,,2022-04-10 02:36:41.958194,2022-04-11 00:21:16.369340,,PO07217,cancel,Partner Locations/Vendors,WH/Input,
9878,Receipts,WH/IN/09256,2022-04-25 02:17:24.000000,,2022-04-06 02:36:41.458134,2022-04-12 00:30:11.752064,,PO07199,cancel,Partner Locations/Vendors,WH/Input,
10240,Receipts,WH/IN/09385,2022-05-17 01:06:34.000000,2022-05-13 03:13:32.000000,2022-05-10 03:53:10.101912,2022-05-13 03:13:30.354642,,PO07302,done,Partner Locations/Vendors,WH/Input,50.38
9937,Receipts,WH/IN/09288,2022-04-25 02:17:24.000000,2022-05-03 04:43:18.000000,2022-04-12 01:27:20.820033,2022-05-03 04:43:17.284079,,PO07199,done,Partner Locations/Vendors,WH/Input,
9961,Pick Components,WH/PC/01536,2022-04-13 03:43:04.000000,2022-04-13 05:01:47.000000,2022-04-13 03:43:16.566770,2022-04-13 05:01:45.103345,,MO/04371,done,WH/Stock,WH/WIP,
10432,Receipts,WH/IN/09483,2022-06-06 04:03:14.000000,2022-05-26 23:25:54.000000,2022-05-24 03:25:31.975504,2022-05-26 23:25:52.300252,,PO07380,done,Partner Locations/Vendors,WH/Input,196.5
10309,Pick Components,WH/PC/01656,2022-05-15 23:33:09.000000,2022-05-15 23:34:00.000000,2022-05-15 23:33:33.581160,2022-05-15 23:34:00.526100,,MO/04484,done,WH/Stock,WH/WIP,
9982,Pick Components,WH/PC/01546,2022-04-18 23:33:18.000000,,2022-04-18 23:35:20.930943,2022-04-19 00:36:13.468299,,MO/04380,cancel,WH/Stock,WH/WIP,
10163,Receipts,WH/IN/09360,2022-05-13 10:53:59.000000,2022-05-06 05:04:02.000000,2022-05-04 23:33:47.373755,2022-05-06 05:04:02.387287,,PO07276,done,Partner Locations/Vendors,WH/Input,
6251,Receipts,WH/IN/07273,2021-08-31 01:07:29.000000,2022-05-09 05:36:08.000000,2021-07-21 02:59:03.957584,2022-05-09 05:36:08.272974,,PO05688,done,Partner Locations/Vendors,WH/Input,
10135,Pick Components,WH/PC/01605,2022-05-02 23:45:00.000000,,2022-05-02 23:45:22.575493,2022-06-17 00:56:38.170418,,MO/04434,cancel,WH/Stock,WH/WIP,
10260,Receipts,WH/IN/09399,2022-05-31 04:37:59.000000,2022-05-30 00:24:50.000000,2022-05-11 05:23:19.511570,2022-05-30 00:24:50.158202,,PO07316,done,Partner Locations/Vendors,WH/Input,
10255,Receipts,WH/IN/09394,2022-05-31 23:54:10.000000,2022-05-30 05:02:39.000000,2022-05-11 00:00:39.615794,2022-05-30 05:02:37.662967,,PO07311,done,Partner Locations/Vendors,WH/Input,1512.0
10682,Goods Inwards Inspection,WH/GI/1064,2022-06-16 22:50:52.000000,2022-06-16 23:06:14.000000,2022-06-16 22:50:52.894191,2022-06-16 23:06:14.153507,,PO05493,done,WH/Input,WH/Stock,
10164,Receipts,WH/IN/09361,2022-05-11 23:40:10.000000,2022-05-13 03:15:50.000000,2022-05-04 23:58:31.387328,2022-05-13 03:15:50.339641,,PO07282,done,Partner Locations/Vendors,WH/Input,
9789,Receipts,WH/IN/09199,2022-04-06 01:33:26.000000,2022-03-29 23:33:40.000000,2022-03-24 05:41:37.458261,2022-03-29 23:33:39.889478,WH/IN/09189,PO07141,done,Partner Locations/Vendors,WH/Input,
7383,Receipts,WH/IN/07843,2021-11-05 00:25:00.000000,2022-04-04 05:18:23.000000,2021-10-01 01:40:33.174724,2022-04-04 05:18:22.209930,,PO06120,done,Partner Locations/Vendors,WH/Input,1450.0
10414,Receipts,WH/IN/09474,2022-06-02 00:51:42.000000,2022-06-06 05:30:15.000000,2022-05-23 10:07:57.254845,2022-06-06 05:30:15.465752,,PO07355,done,Partner Locations/Vendors,WH/Input,
10276,Receipts,WH/IN/09407,2022-06-13 04:52:09.000000,2022-06-22 04:29:13.000000,2022-05-12 05:53:41.421804,2022-06-22 04:29:12.907785,,PO07324,done,Partner Locations/Vendors,WH/Input,7708.01
9998,Goods Inwards Inspection,WH/GI/999,2021-12-10 00:44:59.000000,2022-04-21 00:02:35.000000,2022-04-19 01:19:52.696871,2022-04-21 00:02:34.756828,WH/GI/990,PO06373,done,WH/Input,WH/Stock,
9932,Receipts,WH/IN/09284,2022-04-20 02:53:23.000000,2022-04-21 03:52:58.000000,2022-04-12 00:36:06.764879,2022-04-21 03:52:57.788275,,PO07216,done,Partner Locations/Vendors,WH/Input,
9554,Receipts,WH/IN/09076,2022-03-10 22:57:27.000000,2022-03-08 02:06:11.000000,2022-03-03 23:02:05.040363,2022-03-08 02:06:10.499238,,PO07061,done,Partner Locations/Vendors,WH/Input,
10351,Goods Inwards Inspection,WH/GI/1019,2022-05-18 01:31:14.000000,2022-05-18 22:53:20.000000,2022-05-18 22:48:10.785092,2022-05-18 22:53:19.096446,WH/GI/1018,PO07153,done,WH/Input,WH/Stock,
9910,Receipts,WH/IN/09277,2022-04-11 02:31:51.000000,2022-04-12 05:33:47.000000,2022-04-10 02:36:57.600276,2022-04-12 05:33:47.167273,,PO07215,done,Partner Locations/Vendors,WH/Input,
9599,Receipts,WH/IN/09091,2022-03-07 22:46:08.000000,,2022-03-07 22:58:42.173290,2022-03-14 03:12:51.564090,,PO07076,cancel,Partner Locations/Vendors,WH/Input,
9506,Goods Inwards Inspection,WH/GI/968,2022-02-28 23:00:48.000000,2022-04-22 00:34:58.000000,2022-02-27 23:03:51.999981,2022-04-22 00:34:54.662730,,PO07037,done,WH/Input,WH/Stock,
9596,Goods Inwards Inspection,WH/GI/984,2022-01-26 06:50:11.000000,2022-03-14 22:38:21.000000,2022-03-07 22:15:16.429005,2022-03-14 22:38:21.189966,WH/GI/979,PO06373,done,WH/Input,WH/Stock,
10035,Goods Inwards Inspection,WH/GI/1003,2022-02-28 23:00:48.000000,2022-05-19 02:51:45.000000,2022-04-22 00:34:54.662730,2022-05-19 02:51:43.346773,WH/GI/968,PO07037,done,WH/Input,WH/Stock,
9984,Pick Components,WH/PC/01548,2022-04-18 23:39:16.000000,,2022-04-18 23:40:02.474399,2022-04-19 00:37:22.209217,,MO/04382,cancel,WH/Stock,WH/WIP,
10234,Receipts,WH/IN/09383,2022-05-10 01:20:54.000000,2022-05-16 01:09:41.000000,2022-05-09 07:49:24.747110,2022-05-16 01:09:40.302557,,PO07291,done,Partner Locations/Vendors,WH/Input,
9963,Receipts,WH/IN/09293,2022-04-20 00:02:58.000000,2022-04-19 04:22:06.000000,2022-04-13 06:16:02.320232,2022-04-19 04:22:05.746836,,PO07228,done,Partner Locations/Vendors,WH/Input,
10079,Goods Inwards Inspection,WH/GI/1006,2021-12-10 00:44:59.000000,2022-04-26 22:59:06.000000,2022-04-26 22:57:47.836810,2022-04-26 22:59:05.882586,WH/GI/1005,PO06373,done,WH/Input,WH/Stock,
10310,Pick Components,WH/PC/01657,2022-05-15 23:35:08.000000,2022-05-16 00:45:17.000000,2022-05-15 23:46:57.201902,2022-05-17 01:46:33.461991,,MO/04485,done,WH/Stock,WH/WIP,
9821,Receipts,WH/IN/09218,2022-02-08 23:48:05.000000,2022-04-29 03:53:55.000000,2022-03-30 03:07:58.382446,2022-04-29 03:53:52.899920,WH/IN/08695,PO06773,done,Partner Locations/Vendors,WH/Input,2312.0
10334,Goods Inwards Inspection,WH/GI/1018,2022-05-18 01:31:14.000000,2022-05-18 22:48:13.000000,2022-05-18 01:31:14.575427,2022-05-18 22:48:10.785092,,PO07153,done,WH/Input,WH/Stock,
10223,Pick Components,WH/PC/01645,2022-05-09 03:18:11.000000,2022-05-09 03:58:21.000000,2022-05-09 03:18:21.424021,2022-05-09 03:58:20.429227,,MO/04472,done,WH/Stock,WH/WIP,
10417,Receipts,WH/IN/09476,2022-06-07 22:49:16.000000,2022-06-24 05:06:55.000000,2022-05-23 23:19:11.223614,2022-06-24 05:06:55.742128,,PO07385,done,Partner Locations/Vendors,WH/Input,
10419,Receipts,WH/IN/09478,2022-05-27 09:10:38.000000,2022-07-07 01:33:32.000000,2022-05-23 23:20:02.022132,2022-07-07 01:33:31.871356,,PO07382,done,Partner Locations/Vendors,WH/Input,
11269,Receipts,WH/IN/09940,2023-02-28 00:47:44.000000,,2022-07-29 02:09:39.114742,2022-07-29 02:09:39.114742,,PO07760,assigned,Partner Locations/Vendors,WH/Input,
10421,Pick Components,WH/PC/01683,2022-05-23 23:40:16.000000,,2022-05-23 23:40:43.815631,2022-05-24 04:00:46.026529,,MO/04511,cancel,WH/Stock,WH/WIP,
10037,Pick Components,WH/PC/01571,2022-04-22 03:18:05.000000,2022-04-22 04:33:34.000000,2022-04-22 03:18:15.826291,2022-04-22 04:33:33.549950,,MO/04405,done,WH/Stock,WH/WIP,
9790,Receipts,WH/IN/09200,2022-04-01 00:37:07.000000,2022-03-28 05:00:37.000000,2022-03-25 00:43:47.722216,2022-03-28 05:00:36.563548,,PO07151,done,Partner Locations/Vendors,WH/Input,
10311,Pick Components,WH/PC/01658,2022-05-15 23:50:12.000000,2022-05-16 00:50:15.000000,2022-05-15 23:50:20.954451,2022-05-17 01:51:46.694029,,MO/04486,done,WH/Stock,WH/WIP,
10080,Goods Inwards Inspection,WH/GI/1007,2021-11-05 00:45:42.000000,2022-04-28 06:33:16.000000,2022-04-26 22:59:05.882586,2022-04-28 06:33:16.302685,WH/GI/1006,PO06373,done,WH/Input,WH/Stock,
9503,Receipts,WH/IN/09043,2022-03-30 22:17:22.000000,2022-04-10 23:10:37.000000,2022-02-25 06:23:03.122405,2022-04-10 23:10:36.994240,,PO07024,done,Partner Locations/Vendors,WH/Input,
10131,Receipts,WH/IN/09348,2022-01-09 23:36:54.000000,,2022-05-02 22:34:19.182470,2022-05-02 22:34:19.182470,WH/IN/09229,PO06785,assigned,Partner Locations/Vendors,WH/Input,
9164,Receipts,WH/IN/08855,2021-11-17 22:28:03.000000,2022-05-02 22:48:55.000000,2022-01-31 02:35:48.072697,2022-05-02 22:48:53.436916,WH/IN/07833,PO06101,done,Partner Locations/Vendors,WH/Input,8500.0
9970,Pick Components,WH/PC/01541,2022-04-14 01:58:01.000000,2022-04-14 02:01:43.000000,2022-04-14 01:58:14.777684,2022-04-14 02:01:40.531808,,MO/04375,done,WH/Stock,WH/WIP,
10352,Goods Inwards Inspection,WH/GI/1020,2022-05-18 01:31:14.000000,2022-05-23 03:42:38.000000,2022-05-18 22:53:19.096446,2022-05-23 03:42:38.169563,WH/GI/1019,PO07153,done,WH/Input,WH/Stock,
10328,Receipts,WH/IN/09432,2022-07-12 03:32:26.000000,2022-08-15 03:25:12.000000,2022-05-17 23:36:56.914342,2022-08-15 03:25:12.400979,,PO07345,done,Partner Locations/Vendors,WH/Input,
9986,Pick Components,WH/PC/01550,2022-04-18 23:44:29.000000,,2022-04-18 23:44:39.417334,2022-04-19 00:38:35.088480,,MO/04384,cancel,WH/Stock,WH/WIP,
10422,Pick Components,WH/PC/01684,2022-05-23 23:42:38.000000,,2022-05-23 23:43:38.143190,2022-05-23 23:44:58.072929,,MO/04512,cancel,WH/Stock,WH/WIP,
10136,Receipts,WH/IN/09349,2022-05-10 00:17:56.000000,2022-05-06 03:42:29.000000,2022-05-03 01:25:54.571656,2022-05-06 03:42:28.273612,,PO07271,done,Partner Locations/Vendors,WH/Input,
10167,Receipts,WH/IN/09364,2022-05-26 01:09:50.000000,2022-05-08 23:25:42.000000,2022-05-05 01:33:02.209128,2022-05-08 23:25:40.108394,,PO07285,done,Partner Locations/Vendors,WH/Input,100.62
10166,Receipts,WH/IN/09363,2022-05-12 01:08:13.000000,2022-05-09 23:44:45.000000,2022-05-05 01:26:20.669577,2022-05-09 23:44:45.155511,,PO07284,done,Partner Locations/Vendors,WH/Input,
9964,Receipts,WH/IN/09294,2022-04-22 03:43:21.000000,2022-05-10 01:43:13.000000,2022-04-13 07:18:49.157021,2022-05-10 01:43:12.783334,,PO07232,done,Partner Locations/Vendors,WH/Input,
10262,Delivery Orders,WH/OUT/00177,2022-05-11 06:13:46.000000,,2022-05-11 06:13:46.244116,2022-05-11 06:17:03.359559,,SO00095,cancel,WH/Stock,Partner Locations/Customers,
10273,Pick Components,WH/PC/01649,2022-05-12 05:29:22.000000,2022-05-12 22:16:39.000000,2022-05-12 05:29:43.026703,2022-05-12 22:16:38.433460,,MO/04476,done,WH/Stock,WH/WIP,
10481,Pick Components,WH/PC/01700,2022-05-31 03:47:20.000000,,2022-05-31 03:47:38.052091,2022-05-31 03:52:24.141868,,MO/04524,cancel,WH/Stock,WH/WIP,
10384,Receipts,WH/IN/09462,2022-06-30 05:01:34.000000,2022-06-29 03:38:09.000000,2022-05-20 00:42:13.694306,2022-06-29 03:38:08.876053,,PO07349,done,Partner Locations/Vendors,WH/Input,
9791,Receipts,WH/IN/09201,2022-04-12 01:46:09.000000,2022-04-01 03:54:44.000000,2022-03-25 00:50:10.926839,2022-04-01 03:54:43.923792,,PO07152,done,Partner Locations/Vendors,WH/Input,
8738,Receipts,WH/IN/08623,2022-02-11 02:58:49.000000,2022-03-07 23:55:53.000000,2021-12-17 03:06:14.799552,2022-03-07 23:55:52.855762,,PO06710,done,Partner Locations/Vendors,WH/Input,
10312,Pick Components,WH/PC/01659,2022-05-15 23:51:03.000000,2022-05-16 00:54:56.000000,2022-05-15 23:51:12.739228,2022-05-17 01:52:36.010930,,MO/04487,done,WH/Stock,WH/WIP,
9604,Receipts,WH/IN/09094,2022-03-07 23:39:53.000000,2022-03-09 04:37:49.000000,2022-03-08 01:35:40.811008,2022-03-09 04:37:48.847427,,PO07068,done,Partner Locations/Vendors,WH/Input,
10353,Goods Inwards Inspection,WH/GI/1021,2022-04-13 23:41:35.000000,2022-05-18 22:56:00.000000,2022-05-18 22:54:41.648964,2022-05-18 22:55:58.942924,WH/GI/998,PO07234,done,WH/Input,WH/Stock,
9900,Receipts,WH/IN/09271,2022-04-14 04:34:15.000000,2022-04-11 05:47:39.000000,2022-04-07 20:58:52.077526,2022-04-11 05:47:38.970957,,PO07213,done,Partner Locations/Vendors,WH/Input,
9621,Receipts,WH/IN/09102,2022-03-06 22:56:38.000000,2022-03-09 22:17:18.000000,2022-03-09 00:02:22.854354,2022-03-09 22:17:18.280134,,PO07083,done,Partner Locations/Vendors,WH/Input,
9632,Receipts,WH/IN/09109,2022-03-08 23:51:37.000000,2022-03-09 22:19:46.000000,2022-03-09 06:18:55.691847,2022-03-09 22:19:45.859910,,PO07086,done,Partner Locations/Vendors,WH/Input,
9911,Pick Components,WH/PC/01512,2022-04-10 23:25:42.000000,,2022-04-10 23:26:12.377665,2022-04-13 05:37:16.955522,,MO/04349,cancel,WH/Stock,WH/WIP,
10358,Pick Components,WH/PC/01673,2022-05-19 00:05:33.000000,2022-05-19 00:54:26.000000,2022-05-19 00:05:45.175934,2022-05-19 00:54:25.112031,,MO/04501,done,WH/Stock,WH/WIP,
12265,Pick Components,WH/PC/02076,2022-10-25 23:29:46.000000,,2022-10-25 23:30:54.957256,2022-10-25 23:34:22.012919,,MO/04863,cancel,WH/Stock,WH/WIP,
10201,Pick Components,WH/PC/01632,2022-05-09 00:12:38.000000,2022-05-09 01:10:58.000000,2022-05-09 00:12:46.484063,2022-05-09 01:10:56.013478,,MO/04459,done,WH/Stock,WH/WIP,
10137,Receipts,WH/IN/09350,2022-04-28 05:33:37.000000,2022-05-10 03:29:50.000000,2022-05-03 01:27:07.595696,2022-05-10 03:29:50.166124,,PO07262,done,Partner Locations/Vendors,WH/Input,
10420,Receipts,WH/IN/09479,2022-06-20 23:04:22.000000,2022-07-19 03:06:04.000000,2022-05-23 23:29:42.403240,2022-07-19 03:06:03.905251,,PO07386,done,Partner Locations/Vendors,WH/Input,
10081,Receipts,WH/IN/09329,2022-04-26 22:54:05.000000,2022-05-24 04:21:45.000000,2022-04-26 22:59:11.589077,2022-05-24 04:21:44.488364,,PO07256,done,Partner Locations/Vendors,WH/Input,
9607,Receipts,WH/IN/09096,2022-03-08 00:46:26.000000,2022-03-23 02:07:18.000000,2022-03-08 03:25:47.281335,2022-03-23 02:07:17.971933,WH/IN/09095,PO07072,done,Partner Locations/Vendors,WH/Input,
9930,Receipts,WH/IN/09283,2022-04-11 17:55:20.000000,,2022-04-12 00:35:28.329661,2022-04-20 01:24:44.861973,,PO07202,cancel,Partner Locations/Vendors,WH/Input,
10264,Receipts,WH/IN/09401,2022-05-12 22:44:27.000000,2022-05-13 05:01:38.000000,2022-05-11 22:55:53.347806,2022-05-13 05:01:37.230208,,PO07319,done,Partner Locations/Vendors,WH/Input,
