serial_num,bom_prod_id,bom_ref,bom_id,active,bom_line_id,product_id,product_qty,default_code
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32387.0,10316.0,1.0,1010319-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32390.0,9688.0,3.0,1009691-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32392.0,10250.0,4.0,1010003-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32393.0,9690.0,8.0,1009693-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32394.0,10251.0,1.0,1010004-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32445.0,10265.0,1.0,1010018-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32446.0,10266.0,4.0,1010019-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32447.0,10267.0,16.0,1010020-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32321.0,10280.0,4.0,1010033-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32322.0,10281.0,1.0,1010034-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32323.0,9747.0,15.0,1009750-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32324.0,9749.0,10.0,1009752-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32325.0,9750.0,2.0,1009753-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32326.0,10282.0,1.0,1010035-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32327.0,10283.0,15.0,1010036-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32328.0,9751.0,10.0,1009754-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32330.0,9752.0,2.0,1009755-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32332.0,9784.0,1.0,1009787-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32334.0,9754.0,3.0,1009757-001
