serial_num,bom_prod_id,bom_ref,bom_id,active,bom_line_id,product_id,product_qty,default_code
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32336.0,9755.0,2.0,1009758-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32337.0,9756.0,123.0,1009759-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32340.0,9757.0,71.0,1009760-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32342.0,9795.0,6.0,1009798-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32344.0,9785.0,3.0,1009788-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32346.0,10286.0,3.0,1010039-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32351.0,9760.0,4.0,1009763-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32354.0,10287.0,14.0,1010040-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32357.0,10289.0,25.0,1010042-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32358.0,10290.0,1.0,1010043-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32365.0,9762.0,1.0,1009765-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32366.0,9786.0,5.0,1009789-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32367.0,10367.0,6.0,1010370-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32369.0,9763.0,4.0,1009766-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32370.0,10369.0,72.0,1010372-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32373.0,10293.0,2.0,1010046-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32374.0,9764.0,2.0,1009767-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32375.0,10294.0,2.0,1010047-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32377.0,9765.0,16.0,1009768-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32385.0,9766.0,1.0,1009769-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32388.0,10295.0,25.0,1010048-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32389.0,10296.0,1.0,1010049-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32391.0,10297.0,8.0,1010050-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32396.0,10299.0,2.0,1010052-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32401.0,9767.0,4.0,1009770-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32402.0,10300.0,8.0,1010053-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32414.0,9768.0,5.0,1009771-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32415.0,9769.0,32.0,1009772-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32501.0,9792.0,16.0,1009795-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32502.0,10305.0,4.0,1010058-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32503.0,9793.0,4.0,1009796-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32504.0,9794.0,20.0,1009797-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32505.0,10306.0,1.0,1010059-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32506.0,10308.0,12.0,1010061-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32508.0,9735.0,22.0,1009738-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32509.0,9736.0,32.0,1009739-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32510.0,10277.0,8.0,1010030-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32507.0,9733.0,114.0,1009736-001
1009609-002,10338,NPI Rev 1 - 20221031 - 4ch 15deg v1b,1294,True,32099.0,9819.0,4.0,1009599-002
1009609-002,10338,NPI Rev 1 - 20221031 - 4ch 15deg v1b,1294,True,32095.0,9898.0,1.0,1009901-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32514.0,10419.0,1.0,1010422-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32515.0,10420.0,1.0,1010423-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32516.0,10421.0,1.0,1010424-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32517.0,10422.0,1.0,1010425-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32518.0,10423.0,1.0,1010426-001
1010428-001,10428,NPI Rev1 -  20221103,1317,True,32519.0,10424.0,1.0,1010427-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32520.0,9834.0,1.0,1009354-003
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32521.0,9606.0,1.0,1009609-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32524.0,9428.0,2.0,1009431-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32525.0,8624.0,1.0,1008624-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32523.0,10381.0,2.0,1009577-004
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32527.0,9489.0,4.0,1009492-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32528.0,10362.0,0.0,1010365-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32526.0,10371.0,0.0,1010374-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32522.0,10425.0,4.0,1010428-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32529.0,10362.0,1.0,1010365-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32533.0,10412.0,1.0,1010415-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32532.0,10411.0,2.0,1010414-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32534.0,10413.0,1.0,1010416-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32530.0,10409.0,1.0,1010412-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32535.0,10414.0,1.0,1010417-001
1009610-002,10347,NPI Rev2 - 20221103,1318,True,32531.0,10410.0,1.0,1010413-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32331.0,9658.0,44.0,1009661-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32333.0,10228.0,24.0,1009981-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32335.0,9661.0,2.0,1009664-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32338.0,10229.0,2.0,1009982-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32339.0,9666.0,35.0,1009669-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32341.0,10230.0,1.0,1009983-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32343.0,10314.0,2.0,1010317-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32345.0,9671.0,1.0,1009674-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32347.0,10232.0,7.0,1009985-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32348.0,10233.0,1.0,1009986-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32349.0,10322.0,1.0,1010325-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32350.0,10318.0,2.0,1010321-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32352.0,10234.0,12.0,1009987-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32353.0,10235.0,1.0,1009988-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32355.0,10396.0,2.0,1010399-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32356.0,10236.0,1.0,1009989-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32359.0,10237.0,47.0,1009990-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32360.0,10238.0,6.0,1009991-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32361.0,10239.0,15.0,1009992-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32362.0,10320.0,3.0,1010323-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32363.0,10241.0,1.0,1009994-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32364.0,10242.0,2.0,1009995-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32368.0,10243.0,12.0,1009996-001
1009431-001,9431,PDM - 20221103 complete BoM NOT for PO,1314,True,32536.0,9427.0,1.0,1009430-001
1003967-003,3847,Goku5 housing downgrade,1345,True,33057.0,7301.0,1.0,1003967-004
1006311-001,2925,YOFC EDFA Incoming Test,756,True,,,,
1001562-004,3474,NPI,20,True,,,,
1003735-001,3972,PBS 1CH GII,1333,True,,,,
1008341-001,8341,Flex WB cable,1275,True,,,,
1000812-006,3973,Grating Inspection,741,True,,,,
1001336-001,3984,Grating Inspection,748,True,,,,
1008362-001,8362,WB Flex Cable,1274,True,,,,
1004670-002,3508,Athermal Lens,694,True,,,,
1003716-003,7473,Prism Inspection,1006,True,,,,
1001337-003,3989,Prism Inspection,751,True,,,,
1007052-002,7150,PBS GII,1309,True,,,,
1003939-004,3906,Rev4 Inspection,975,True,,,,
1001338-006,7184,Rev 6 inspection for GII,1305,True,,,,
