name,default_code,name,delay,min_qty,date_start,date_end,id
Digi-Key Electronics,1000522,CAP:CERAM:SMT:4.7u:0805:50V:X5R,1,1.0,,,4683
Digi-Key Electronics,1000518,CAP:CERAM:SMT:470n:0402:25V:X5R,1,1.0,,,4685
Digi-Key Electronics,1000519,CAP:CERAM:SMT:47n:0402:16V:X7R,1,1.0,,,4687
Digi-Key Electronics,1000524,CAP:CERAM:SMT:6.8p:0402:25V:NP0,1,1.0,,,4690
Digi-Key Electronics,1000525,CAP:CERAM:SMT:8.2p:0402:50V:NP0,1,1.0,,,4692
Digi-Key Electronics,1000499,CAP:ELECT:THM:100u:CASEG:50V:Al-Poly,1,1.0,,,4695
Digi-Key Electronics,1000500,CAP:ELECT:THM:100u:CASEG:63V:Al-Poly,1,1.0,,,4697
Digi-Key Electronics,1000505,CAP:ELECT:THM:10u:J-lead:100V:X7R,1,1.0,,,4699
Samtec Inc.,1000975,CBL:14CORE:28AWG:NS:0.20M:SAMTEC_ACP:BARE:ORANGE,1,1.0,,,4701
Samtec Inc.,1001020,CBL:14CORE:28AWG:NS:0.50M:SAMTEC_ACP:BARE:GREEN,1,1.0,,,4705
Samtec Inc.,1001019,CBL:14CORE:28AWG:NS:0.50M:SAMTEC_ACP:BARE:ORANGE,1,1.0,,,4707
Samtec Inc.,1000977,CBL:14CORE:28AWG:NS:1.50M:SAMTEC_ACP:BARE:ORANGE,1,1.0,,,4708
Samtec Inc.,1000977,CBL:14CORE:28AWG:NS:1.50M:SAMTEC_ACP:BARE:ORANGE,1,1.0,,,4709
Digi-Key Electronics,1000529,CBL:1CORE:RG174 :SH:0.15M:SMA:SMA,1,1.0,,,4710
Retech Precision Mould Limited,1001155,Coax 3 Hybrid Thick Shims Shim 2.STEP (5x8x2.3mm) Peek black color,1,1.0,,,4854
Zhongshan Meisu Technology Co Ltd,1001258,Coaxial_Fernando_10,1,1.0,,,4862
Element14 Pty Ltd,1000978,CONN:DSUB:9PIN:MALE:180DEG,1,1.0,,,4754
Digi-Key Electronics,1000589,IC:VOLTAGE_REGULATOR:LM317M:SOT223,1,1.0,,,5502
Digi-Key Electronics,1000531,CONN:MOLEX:4PIN:MALE:90DEG,1,1.0,,,4768
Retech Precision Mould Limited,1000817,ENG:CASE:ALU:NATURAL:CASTOR:HEATSINK,1,1.0,,,5166
Retech Precision Mould Limited,1001104-004,ENG:ADAPT:AL:NATURAL:DICEROS:RX_PHOTODIODE_SUPPORT,14,1.0,,,5011
Digi-Key Electronics,1000545,CONN:SMA:FEMALE:90DEG,1,1.0,,,4776
Retech Precision Mould Limited,1001318-001,ENG:ADAPT:AL:RED:DICEROS:LASER_CLAMP_FIN,14,1.0,,,5020
Cocreators Pty Ltd,1000489,ENG:CASE:ALU:SILVER:BISON:DAUGHTERBOARD_FRAME,1,1.0,,,5172
Cocreators Pty Ltd,1000488,ENG:CASE:ALU:SILVER:BISON:EDFA_FRAME,1,1.0,,,5174
Retech Precision Mould Limited,1000803,ENG:ADAPT:ALU:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5030
Micron Manufacturing Pty Ltd,1000803,ENG:ADAPT:ALU:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5030
Retech Precision Mould Limited,1000873,ENG:ADAPT:ALU:NATURAL:BISON:RT_LH_BRACKET,1,1.0,,,5038
Retech Precision Mould Limited,1000995,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_BASE_MOUNT,1,1.0,,,5049
Retech Precision Mould Limited,1000992,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_LOWER_ENGINE_MOUNT,1,1.0,,,5052
Objective 3D,1000806,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:MOFLON_ADAPTOR_BRACKET,1,1.0,,,5075
AtGrating Technologies Limited,1001227,FBG:SM:CHIRPED:1550NM:900UM:1M,1,1.0,,,5207
Ibsen Photonics A/S,1001043-004,GRATING:FS:600LN\MM:49.7X49.7X1MM (don't use) ,1,1.0,,,5366
Retech Precision Mould Limited,1000838,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_LOWER,1,1.0,,,5099
Digi-Key Electronics,1000556,FET:P-CHANNEL:N_SI7288DP-T1-GE3:SO8-POWER,1,1.0,,,5214
Retech Precision Mould Limited,1000837,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_UPPER,1,1.0,,,5103
Digi-Key Electronics,1000555,FET:P-CHANNEL:SiA46_D:SC70-6L,1,1.0,,,5217
Retech Precision Mould Limited,1000837,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_UPPER,1,1.0,,,5104
Retech Precision Mould Limited,1000800,ENG:ADAPT:SS:NATURAL:ANY_ENG:LH_BASE_SUPPORT,1,1.0,,,5111
Fiberstore Co Limited,1000954,FIBRE:MM:OM2:900UM:LC/PC:BARE:1M,1,1.0,,,5224
"DJ MODEL & TOOLING CO.,LIMITED",1001106-002,ENG:CASE:AL:BLUE:DICEROS:BOOT_CLAMP_CABLE,14,1.0,,,5119
Retech Precision Mould Limited,1001106-002,ENG:CASE:AL:BLUE:DICEROS:BOOT_CLAMP_CABLE,21,1.0,,,5119
Diamond Optics Pty Ltd,1001025,FIBRE:SM:3MM:E2000/APC:BARE:1M:HIGH_POWER,1,1.0,,,5228
Retech Precision Mould Limited,1001478-001,ENG:CASE:AL:BLUE:DICEROSGA:BOTTOM_HEAT_SINK,1,1.0,,,5126
Retech Precision Mould Limited,1001474-001,ENG:CASE:AL:BLUE:DICEROSGA:EXTRUSION_TUBE,1,1.0,,,5127
Diamond Optics Pty Ltd,1001030,FIBRE:SM:900UM:F3000/APC:BARE:HIGH_POWER,1,1.0,,,5236
"DJ MODEL & TOOLING CO.,LIMITED",1001198-002,ENG:CASE:AL:NATURAL:DICEROS:STANDOFF_FRONT,1,1.0,,,5135
Retech Precision Mould Limited,1001198-002,ENG:CASE:AL:NATURAL:DICEROS:STANDOFF_FRONT,1,1.0,,,5135
Zhongshan Meisu Technology Co Ltd,1001079-001,FIBRE_ARRAY:5X5:EXTENDED_SUBSTRATE:LC,1,1.0,,,5247
Cocreators Pty Ltd,1000493,ENG:CASE:ALU:BLUE:BISON:LOWER_HOUSING,1,1.0,,,5150
Element14 Pty Ltd,1001088,HS:12.0MM:1-3:BLACK:NA,1,1.0,,,5415
Element14 Pty Ltd,1001086,HS:12.0MM:3-1:BLACK:ADH,1,1.0,,,5417
Element14 Pty Ltd,1000978,CONN:DSUB:9PIN:MALE:180DEG,1,1.0,,,4755
Retech Precision Mould Limited,1001155,Coax 3 Hybrid Thick Shims Shim 2.STEP (5x8x2.3mm) Peek black color,1,1.0,,,4855
Digi-Key Electronics,1000534,CONN:DSUB:9PIN:MALE:90DEG,1,1.0,,,4756
Retech Precision Mould Limited,1000821,ENG:CASE:ALU:NATURAL:CASTOR:LASER_CLAMP,1,1.0,,,5167
Zhongshan Meisu Technology Co Ltd,1001258,Coaxial_Fernando_10,1,1.0,,,4863
Digi-Key Electronics,1000534,CONN:DSUB:9PIN:MALE:90DEG,1,1.0,,,4757
Retech Precision Mould Limited,1001104-002,ENG:ADAPT:AL:NATURAL:DICEROS:RX_PHOTODIODE_SUPPORT,1,1.0,,,5012
"DJ MODEL & TOOLING CO.,LIMITED",1001104-002,ENG:ADAPT:AL:NATURAL:DICEROS:RX_PHOTODIODE_SUPPORT,1,1.0,,,5012
Element14 Pty Ltd,1000982,CONN:ETHERNET:8PIN:FEMALE:FEED_THR,1,1.0,,,4758
Element14 Pty Ltd,1000982,CONN:ETHERNET:8PIN:FEMALE:FEED_THR,1,1.0,,,4759
Retech Precision Mould Limited,1001152-004,ENG:CASE:NATURAL:RED:DICEROS:TOP_SEAT,21,1.0,,,5175
"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1001256,Coaxial_Fernando_8,1,1.0,,,4883
Digi-Key Electronics,1000542,CONN:SEAM:40x8PIN:FEMALE,1,1.0,,,4773
Samtec Inc.,1000542,CONN:SEAM:40x8PIN:FEMALE,1,1.0,,,4773
Retech Precision Mould Limited,1001104-003,ENG:ADAPT:AL:RED:DICEROS:RX_PHOTODIODE_SUPPORT,1,1.0,,,5021
Digi-Key Electronics,1000548,DIO:SMT:175V:100mA:SOT23,1,1.0,,,4888
Digi-Key Electronics,1001022,CONTACT:MOLEX:PIN:22-28AWG:TIN,1,1.0,,,4780
Micron Manufacturing Pty Ltd,1000803,ENG:ADAPT:ALU:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5031
Retech Precision Mould Limited,1000803,ENG:ADAPT:ALU:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5031
Digi-Key Electronics,1000986,CONTACT:MOLEX:SOCKET:18-24AWG:TIN,1,1.0,,,4782
Retech Precision Mould Limited,1000872,ENG:ADAPT:ALU:NATURAL:BISON:RT_RH_BRACKET,1,1.0,,,5041
Retech Precision Mould Limited,1001010,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_BASE_MOUNT_WEIGHTS,1,1.0,,,5050
PAKSMART Machinery,1001015,ENG:ADAPT:PLASTIC:ANY:ANY_ENG:CS_FIBER_CABLE_ORGANISER,1,1.0,,,5063
Objective 3D,1000805,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:MOFLON_FIX_MOUNT,1,1.0,,,5077
Objective 3D,1000840,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:RT_FRONT_COVER,1,1.0,,,5081
AtGrating Technologies Limited,1001068,FBG:SM:CHIRPED:1550NM:900UM:1M,1,1.0,,,5208
Retech Precision Mould Limited,1000838,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_LOWER,1,1.0,,,5100
Fiberstore Co Limited,1000550,EDFA:24DBM:EXTEND:160.3X125X22MM,1,1.0,,,4992
Digi-Key Electronics,1000557,FET:P-CHANNEL:PMF170XP115:SOT323,1,1.0,,,5215
Retech Precision Mould Limited,1001013,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_LOWER_GPD,1,1.0,,,5102
Retech Precision Mould Limited,1001014,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_UPPER_GPD,1,1.0,,,5105
Retech Precision Mould Limited,1000800,ENG:ADAPT:SS:NATURAL:ANY_ENG:LH_BASE_SUPPORT,1,1.0,,,5112
Fiberstore Co Limited,1000953,FIBRE:SM:900UM:FC/APC:BARE:1M,1,1.0,,,5237
Retech Precision Mould Limited,1001107-002,ENG:CASE:AL:BLUE:DICEROS:BOOT_CLAMP_FIBRE,14,1.0,,,5120
Ibsen Photonics A/S,1001043-004,GRATING:FS:600LN\MM:49.7X49.7X1MM (don't use) ,35,1.0,,,5367
"Fuzhou Photop Optics Co., Ltd",1001043-004,GRATING:FS:600LN\MM:49.7X49.7X1MM (don't use) ,35,0.0,,,5367
Retech Precision Mould Limited,1001474-002,ENG:CASE:AL:BLUE:DICEROSGA:EXTRUSION_TUBE,21,1.0,,,5128
Retech Precision Mould Limited,1001473-001,ENG:CASE:AL:BLUE:DICEROSGA:TOP_HEAT_SINK,1,1.0,,,5131
Retech Precision Mould Limited,1000816,ENG:CASE:ALU:BLUE:CASTOR:END_CAP,1,1.0,,,5155
Retech Precision Mould Limited,1001009,ENG:CASE:ALU:BLUE:CASTOR:FRONT_END_CAP_SAMTEC,1,1.0,,,5160
Element14 Pty Ltd,1000778,HS:1.5MM:1-3:BLACK:NA,1,1.0,,,5411
Element14 Pty Ltd,1000619,HS:2.4MM:1-2:BLACK:NA,1,1.0,,,5419
3D Printer Superstore Pty Ltd,1002041-001,HS:9.0MM:1-3:BK:ADH,7,1.0,,,5425
RS Components Pty Ltd,1002041-001,HS:9.0MM:1-3:BK:ADH,7,1.0,,,5425
Digi-Key Electronics,1000565,IC:3V_VOLTAGE_REFERENCE:REF5030IDGKR:TSSOP-8,1,1.0,,,5428
Digi-Key Electronics,1000567,IC:4x_LEVEL_TRANSLATOR:NTS0104GU12:XQFN12,1,1.0,,,5431
Test company,1000567,IC:4x_LEVEL_TRANSLATOR:NTS0104GU12:XQFN12,1,1.0,,,5431
Digi-Key Electronics,1000569,IC:500mA_LDO:_:WSON-6,1,1.0,,,5434
Digi-Key Electronics,1000571,IC:6xTVS:CDDFN10-0506N:CDDFN10,1,1.0,,,5436
Digi-Key Electronics,1000572,IC:ADC:LTC2145-14:QFN64,1,1.0,,,5439
Retech Precision Mould Limited,1000827,ENG: CASE: PLASTIC: NATURAL: CASTOR: PHOTO_DIODE_MOUNT,1,1.0,,,5004
Retech Precision Mould Limited,1000821,ENG:CASE:ALU:NATURAL:CASTOR:LASER_CLAMP,1,1.0,,,5168
Digi-Key Electronics,1000561,CONN:HEADER:7X2PIN:MALE,1,1.0,,,4762
Digi-Key Electronics,1000561,CONN:HEADER:7X2PIN:MALE,1,1.0,,,4763
Retech Precision Mould Limited,1001472-001,ENG:ADAPT:AL:NATURAL:DICEROS_GA:FIBRE_ORG_TRAY,1,1.0,,,5013
Retech Precision Mould Limited,1001195-001,ENG:CASE:PLASTIC:BLACK:DICEROS:GASKET,1,1.0,,,5177
"DJ MODEL & TOOLING CO.,LIMITED",1001195-001,ENG:CASE:PLASTIC:BLACK:DICEROS:GASKET,1,1.0,,,5177
Retech Precision Mould Limited,1001033,ENG:ADAPT:ALU:NATURAL:ANY:CHEF_C-E_ADAPTER,1,1.0,,,5022
Samtec Inc.,1000541,CONN:MOLEX:12X2PIN:MALE:90DEG,1,1.0,,,4766
"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1001256,Coaxial_Fernando_8,1,1.0,,,4884
Samtec Inc.,1000541,CONN:MOLEX:12X2PIN:MALE:90DEG,1,1.0,,,4767
Fiberstore Co Limited,1001285,FS_EDFA,1,1.0,,,5334
Retech Precision Mould Limited,1000996,ENG:ADAPT:ALU:NATURAL:ANY:SLIPRING_ADAPTER_ROTATING,1,1.0,,,5027
Digi-Key Electronics,1000531,CONN:MOLEX:4PIN:MALE:90DEG,1,1.0,,,4769
Digi-Key Electronics,1000987,CONTACT:MOLEX:SOCKET:22-28AWG:TIN,1,1.0,,,4783
Retech Precision Mould Limited,1000874,ENG:ADAPT:ALU:NATURAL:BISON:DUAL_CHEF_MOUNT,1,1.0,,,5032
Digi-Key Electronics,1000987,CONTACT:MOLEX:SOCKET:22-28AWG:TIN,1,1.0,,,4784
Retech Precision Mould Limited,1000871,ENG:ADAPT:ALU:NATURAL:BISON:RT_TOP_ENGINE_MOUNT,1,1.0,,,5042
HSO Optoelectronics Technology Co Limited,1001007,COUPLER:SM:250UM:1x8:FC/APC:1,1,1.0,,,4789
Retech Precision Mould Limited,1001010,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_BASE_MOUNT_WEIGHTS,1,1.0,,,5051
HSO Optoelectronics Technology Co Limited,1001005,COUPLER:SM:250UM:99:1:NONE:1:HIGH_POWER,1,1.0,,,4795
PAKSMART Machinery,1001015,ENG:ADAPT:PLASTIC:ANY:ANY_ENG:CS_FIBER_CABLE_ORGANISER,1,1.0,,,5064
Ibsen Photonics A/S,1000749,GRATING:FS:1000LN\MM:20X10X0.6MM,1,1.0,,,5353
AtGrating Technologies Limited,1001068,FBG:SM:CHIRPED:1550NM:900UM:1M,1,1.0,,,5209
Objective 3D,1000842,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:RT_CONNECTOR_COVERS,1,1.0,,,5079
PAKSMART Machinery,1000997,ENG:ADAPT:PLASTIC:BLUE:CASTOR:SLIPRING_STRAIN_RELIEF,1,1.0,,,5095
Digi-Key Electronics,1000557,FET:P-CHANNEL:PMF170XP115:SOT323,1,1.0,,,5216
Retech Precision Mould Limited,1001013,ENG:ADAPT:PLASTIC:RED:CASTOR:RX_APD_MOUNT_LOWER_GPD,1,1.0,,,5101
Diamond Optics Pty Ltd,1000989,FIBRE:SM:3MM:E2000/APC:FC/APC:1M:HIGH_POWER,1,1.0,,,5230
Fiberstore Co Limited,1000776,EDFA:30DBM:EXTEND:160.3X125X22MM,1,1.0,,,4995
Retech Precision Mould Limited,1000801,ENG:ADAPT:SS:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5113
"Agiltron, Inc.",1001024,FIBRE:SM:900UM:LC/APC:BARE:1M:HIGH_POWER,21,1.0,,,5238
Diamond Optics Pty Ltd,1001024,FIBRE:SM:900UM:LC/APC:BARE:1M:HIGH_POWER,1,1.0,,,5238
Retech Precision Mould Limited,1001474-001,ENG:CASE:AL:BLUE:DICEROSGA:EXTRUSION_TUBE,1,1.0,,,5129
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001237-001,FIBRE:SMx1:50MMFx1:5MM:LC/PC:3M,28,1.0,,,5242
Cocreators Pty Ltd,1000757,ENG:CASE:ALU:BLACK:BISON:SCREW_FEET,1,1.0,,,5144
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001924-001,FIBRE:SMx1:50MMFx1:5MM:LC/PC:5M,28,1.0,,,5243
Retech Precision Mould Limited,1000815,ENG:CASE:ALU:BLUE:CASTOR:FRONT_END_CAP,1,1.0,,,5157
Retech Precision Mould Limited,1000827,ENG: CASE: PLASTIC: NATURAL: CASTOR: PHOTO_DIODE_MOUNT,1,1.0,,,5005
Micron Manufacturing Pty Ltd,1000818,ENG:CASE:ALU:NATURAL:CASTOR:TOP_EDFA_MOUNT ,1,1.0,,,5169
Retech Precision Mould Limited,1000818,ENG:CASE:ALU:NATURAL:CASTOR:TOP_EDFA_MOUNT ,1,1.0,,,5169
Senring Electronics Co Ltd,1000791,ENG:ADAPT:-:-:ETHERNET_SLIP_RING,1,1.0,,,5007
MOFLON TECHNOLOGY CO LIMITED,1000791,ENG:ADAPT:-:-:ETHERNET_SLIP_RING,1,1.0,,,5007
Retech Precision Mould Limited,1000814,ENG:CASE:PLASTIC:RED:CASTOR:FIBRE_TRAY,1,1.0,,,5178
Retech Precision Mould Limited,1001472-001,ENG:ADAPT:AL:NATURAL:DICEROS_GA:FIBRE_ORG_TRAY,1,1.0,,,5014
"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1001257,Coaxial_Fernando_9,1,1.0,,,4885
Retech Precision Mould Limited,1001033,ENG:ADAPT:ALU:NATURAL:ANY:CHEF_C-E_ADAPTER,1,1.0,,,5023
Retech Precision Mould Limited,1000874,ENG:ADAPT:ALU:NATURAL:BISON:DUAL_CHEF_MOUNT,1,1.0,,,5033
Retech Precision Mould Limited,1000871,ENG:ADAPT:ALU:NATURAL:BISON:RT_TOP_ENGINE_MOUNT,1,1.0,,,5043
Retech Precision Mould Limited,1000951-001,GEAR:HELICAL:MOD1:TEETH26:LEFT,1,1.0,,,5344
"DJ MODEL & TOOLING CO.,LIMITED",1000951-001,GEAR:HELICAL:MOD1:TEETH26:LEFT,1,1.0,,,5344
Retech Precision Mould Limited,1000995,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_BASE_MOUNT,1,1.0,,,5048
Retech Precision Mould Limited,1000992,ENG:ADAPT:ALU:NATURAL:CASTOR:RT_LOWER_ENGINE_MOUNT,1,1.0,,,5053
Ibsen Photonics A/S,1001571-001,GRATING:FS:1000LN\MM:21X25X0.625MM,1,1.0,,,5354
Micron Manufacturing Pty Ltd,1000915,ENG:ADAPT:ALU:NATURTAL:ANY_ENG:DB9_WASHER_PLATE,1,1.0,,,5057
AtGrating Technologies Limited,1001227,FBG:SM:CHIRPED:1550NM:900UM:1M,1,1.0,,,5210
Objective 3D,1000804,ENG:ADAPT:PLASTIC:BLACK:ANY_ENG:BASE_MOUNT,1,1.0,,,5067
Retech Precision Mould Limited,1000804,ENG:ADAPT:PLASTIC:BLACK:ANY_ENG:BASE_MOUNT,1,1.0,,,5067
AFW Technologies Pty Ltd,1001012,FIBRE:MM:100UM:3MM:LC/PC:FC/PC:1M,1,1.0,,,5220
Objective 3D,1000805,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:MOFLON_FIX_MOUNT,1,1.0,,,5078
Objective 3D,1000808,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:SENRING_ADAPTOR_BRACKET,1,1.0,,,5086
PAKSMART Machinery,1000808,ENG:ADAPT:PLASTIC:BLUE:ANY_ENG:SENRING_ADAPTOR_BRACKET,1,1.0,,,5086
Diamond Optics Pty Ltd,1001029,FIBRE:SM:3MM:F3000/APC:FC/APC:HIGH_POWER,1,1.0,,,5231
Fiberstore Co Limited,1001200-001,FIBRE:SM:_:250UM:LC/PC:NONE:0.5M,1,1.0,,,5239
Retech Precision Mould Limited,1001102-002,ENG:ADAPT:PU:GREY:DICEROS:BOOT_FIBRE,21,1.0,,,5108
"DJ MODEL & TOOLING CO.,LIMITED",1001102-002,ENG:ADAPT:PU:GREY:DICEROS:BOOT_FIBRE,14,1.0,,,5108
Retech Precision Mould Limited,1000801,ENG:ADAPT:SS:NATURAL:ANY_ENG:RH_BASE_SUPPORT,1,1.0,,,5114
Retech Precision Mould Limited,1001326,ENG:CASE:AL:BLUE:DICEROS:EXTRUSION_TRANSITION_TUBE,1,1.0,,,5122
Retech Precision Mould Limited,1001473-001,ENG:CASE:AL:BLUE:DICEROSGA:TOP_HEAT_SINK,1,1.0,,,5130
"DJ MODEL & TOOLING CO.,LIMITED",1001152-002,ENG:CASE:AL:NATURAL:DICEROS:TOP_SEAT,1,1.0,,,5136
Retech Precision Mould Limited,1001152-002,ENG:CASE:AL:NATURAL:DICEROS:TOP_SEAT,1,1.0,,,5136
Retech Precision Mould Limited,1001152-002,ENG:CASE:AL:NATURAL:DICEROS:TOP_SEAT,1,1.0,,,5139
"DJ MODEL & TOOLING CO.,LIMITED",1001152-002,ENG:CASE:AL:NATURAL:DICEROS:TOP_SEAT,1,1.0,,,5139
Retech Precision Mould Limited,1001479-001,ENG:CASE:AL:NATURAL:DICEROSGA:STANDOFF_REAR,1,1.0,,,5141
Cocreators Pty Ltd,1000757,ENG:CASE:ALU:BLACK:BISON:SCREW_FEET,1,1.0,,,5143
Retech Precision Mould Limited,1000815,ENG:CASE:ALU:BLUE:CASTOR:FRONT_END_CAP,1,1.0,,,5158
Retech Precision Mould Limited,1001009,ENG:CASE:ALU:BLUE:CASTOR:FRONT_END_CAP_SAMTEC,1,1.0,,,5159
Element14 Pty Ltd,1001087,HS:10.2MM:1-3:BLACK:NA,1,1.0,,,5412
Element14 Pty Ltd,1001089,HS:3.0MM:1-3:BLACK:NA,1,1.0,,,5420
Digi-Key Electronics,1000595,IND:SHEILD:SMT:0.47uH:4.8A,1,1.0,,,5503
Digi-Key Electronics,1000542,CONN:SEAM:40x8PIN:FEMALE,1,1.0,,,4772
Samtec Inc.,1000542,CONN:SEAM:40x8PIN:FEMALE,1,1.0,,,4772
MOFLON TECHNOLOGY CO LIMITED,1000791,ENG:ADAPT:-:-:ETHERNET_SLIP_RING,1,1.0,,,5006
Senring Electronics Co Ltd,1000791,ENG:ADAPT:-:-:ETHERNET_SLIP_RING,1,1.0,,,5006
Micron Manufacturing Pty Ltd,1000818,ENG:CASE:ALU:NATURAL:CASTOR:TOP_EDFA_MOUNT ,1,1.0,,,5170
Retech Precision Mould Limited,1000818,ENG:CASE:ALU:NATURAL:CASTOR:TOP_EDFA_MOUNT ,1,1.0,,,5170
Digi-Key Electronics,1000545,CONN:SMA:FEMALE:90DEG,1,1.0,,,4777
"GRANOPT CO.,LTD. ",1001869-001,CRYSTAL:FARADAY_ROTATOR:11X11MM:ARC,1,1.0,,,4797
Micron Manufacturing Pty Ltd,1001034,ENG:ADAPT:ALU:NATURAL:ANY:RT_CAGE,1,1.0,,,5024
"Dayoptics, Inc. (Use Fujian Dayoptics, Inc after 30 June 2021)",1001257,Coaxial_Fernando_9,1,1.0,,,4886
Micron Manufacturing Pty Ltd,1001034,ENG:ADAPT:ALU:NATURAL:ANY:RT_CAGE,1,1.0,,,5025
Retech Precision Mould Limited,1000814,ENG:CASE:PLASTIC:RED:CASTOR:FIBRE_TRAY,1,1.0,,,5179
Retech Precision Mould Limited,1000875,ENG:ADAPT:ALU:NATURAL:BISON:QUAD_CHEF_MOUNT,1,1.0,,,5034
Retech Precision Mould Limited,1000873,ENG:ADAPT:ALU:NATURAL:BISON:RT_LH_BRACKET,1,1.0,,,5039
Retech Precision Mould Limited,1000993,ENG:ADAPT:ALU:NATURAL:CASTOR:DUAL_CHEF_MOUNT,1,1.0,,,5044
Retech Precision Mould Limited,1000826,ENG:ADAPT:ALU:NATURAL:CASTOR:SENSOR_LOWER_MOUNT,1,1.0,,,5054
"DJ MODEL & TOOLING CO.,LIMITED",1000951-001,GEAR:HELICAL:MOD1:TEETH26:LEFT,1,1.0,,,5345
Retech Precision Mould Limited,1000951-001,GEAR:HELICAL:MOD1:TEETH26:LEFT,1,1.0,,,5345
Retech Precision Mould Limited,1000804,ENG:ADAPT:PLASTIC:BLACK:ANY_ENG:BASE_MOUNT,1,1.0,,,5068
Objective 3D,1000804,ENG:ADAPT:PLASTIC:BLACK:ANY_ENG:BASE_MOUNT,1,1.0,,,5068
Digi-Key Electronics,1000554,FET:N-CHANNEL:PMV130ENEAR:SOT-23,1,1.0,,,5211
Digi-Key Electronics,1000555,FET:P-CHANNEL:SiA46_D:SC70-6L,1,1.0,,,5218
PAKSMART Machinery,1000997,ENG:ADAPT:PLASTIC:BLUE:CASTOR:SLIPRING_STRAIN_RELIEF,1,1.0,,,5096
Fiberstore Co Limited,1001072,EDFA:30DBM:LIMITED:DUAL:160.3X125X22MM,1,1.0,,,4997
"Fuzhou Photop Optics Co., Ltd",1000812-004,GRATING:FS:1000LN\MM:43.6X381MM,1,1.0,,,5355
Ibsen Photonics A/S,1000812-004,GRATING:FS:1000LN\MM:43.6X381MM,1,1.0,,,5355
AFW Technologies Pty Ltd,1001011,FIBRE:MM:100UM:900UM:LC/PC:BARE:1M,1,1.0,,,5221
Retech Precision Mould Limited,1001479-001,ENG:CAS:ALU:NAT:DICEROS:STANDOFF:REAR,1,1.0,,,5116
Diamond Optics Pty Ltd,1001029,FIBRE:SM:3MM:F3000/APC:FC/APC:HIGH_POWER,1,1.0,,,5232
Retech Precision Mould Limited,1001326,ENG:CASE:AL:BLUE:DICEROS:EXTRUSION_TRANSITION_TUBE,1,1.0,,,5123
Diamond Optics Pty Ltd,1001028,FIBRE:SM:3MM:LC/APC:FC/APC:HIGH_POWER,1,1.0,,,5233
Cocreators Pty Ltd,1000695,ENG:CASE:ALU:BLUE:BISON:ELECTRICAL_COVER,1,1.0,,,5145
Cocreators Pty Ltd,1000494,ENG:CASE:ALU:BLUE:BISON:UPPER_HOUSING,1,1.0,,,5153
Retech Precision Mould Limited,1000813,ENG:CASE:ALU:BLUE:CASTOR:HOUSING ,1,1.0,,,5161
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001209-002,FIBRE:SMx4:50MMFx4:6MM:LC/PC:1M,28,1.0,,,5244
Element14 Pty Ltd,1001087,HS:10.2MM:1-3:BLACK:NA,1,1.0,,,5413
Element14 Pty Ltd,1001086,HS:12.0MM:3-1:BLACK:ADH,1,1.0,,,5416
Element14 Pty Ltd,1001089,HS:3.0MM:1-3:BLACK:NA,1,1.0,,,5421
Digi-Key Electronics,1001637-000,CONNECTOR:M12-8:A_CODED:MALE,1,1.0,,,4778
Digi-Key Electronics,1001022,CONTACT:MOLEX:PIN:22-28AWG:TIN,1,1.0,,,4779
Cocreators Pty Ltd,1000489,ENG:CASE:ALU:SILVER:BISON:DAUGHTERBOARD_FRAME,1,1.0,,,5171
Digi-Key Electronics,1000986,CONTACT:MOLEX:SOCKET:18-24AWG:TIN,1,1.0,,,4781
