name,default_code,name,delay,min_qty,date_start,date_end,id
Tiger Industrial Supplies Pty Ltd,1000960-001,SCREW:HEX:GRUB:ISO_4026:SS:M3X4MM,14,1.0,,,6109
Objective 3D,1002190-001,SENS:ADAPT:ALU:IVY:PRISM_2_CLAMP,1,1.0,,,6314
Retech Precision Mould Limited,1002190-001,SENS:ADAPT:ALU:IVY:PRISM_2_CLAMP,21,1.0,,,6314
Retech Precision Mould Limited,1000920,SENS:ADAPT:BLACK:CHEF:BUZZ_IR_WINDOW_SEAL,1,1.0,,,6318
Cubed3 Limited,1001397-001,SEN:CMP:MEC:NAT:GOKU:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6182
Microlam Australia Pty Ltd,1001397-001,SEN:CMP:MEC:NAT:GOKU:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6182
Retech Precision Mould Limited,1001387-004,SENS:ADAPT:WHITE:GOKU:FIBRE_ORG_TRAY,1,1.0,,,6559
Retech Precision Mould Limited,1001247-004,SENS:ADAPT:BLACK:PLASTIC:GOKU:GASKET_SEAL,1,1.0,,,6359
"DJ MODEL & TOOLING CO.,LIMITED",1001247-004,SENS:ADAPT:BLACK:PLASTIC:GOKU:GASKET_SEAL,1,1.0,,,6359
Microlam Australia Pty Ltd,1001324-003,SENS:ADAPT:WHITE:GOKU:LENS_CLAMP,1,1.0,,,6563
SprintAero Ltd,1001324-003,SENS:ADAPT:WHITE:GOKU:LENS_CLAMP,1,1.0,,,6563
SprintAero Ltd,1001369-003,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,28,0.0,,,6207
Retech Precision Mould Limited,1001369-003,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,21,1.0,,,6207
Retech Precision Mould Limited,1001176-003,SENS:ADAPT:AL:NATURAL:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6252
"DJ MODEL & TOOLING CO.,LIMITED",1001397-002,SENS:ADAPT:INVAR:NATURAL:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6414
Retech Precision Mould Limited,1001180-001,SENS:ADAPT:AL:NATURAL:COAXIAL:SHIM_SHORT,1,1.0,,,6263
Cubed3 Limited,1001383-001,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_MAGNETRING,1,1.0,,,6279
Retech Precision Mould Limited,1001248-003,SENS:ADPT:WHITE:GOKU:SUBSTRUCTURE_COVER,1,1.0,,,6590
"DJ MODEL & TOOLING CO.,LIMITED",1001248-003,SENS:ADPT:WHITE:GOKU:SUBSTRUCTURE_COVER,1,1.0,,,6590
Retech Precision Mould Limited,1001384-002,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_ROTOR,1,1.0,,,6289
Microlam Australia Pty Ltd,1001385-001,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_STATOR,1,1.0,,,6292
Cubed3 Limited,1001385-001,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_STATOR,1,1.0,,,6292
Retech Precision Mould Limited,1000923,SENS:CASE:BLUE:CHEF:CHEF_SUBSTRUCTURE_MOUNT_BRACKET,1,1.0,,,6600
Retech Precision Mould Limited,1000737,SENS:CASE:BLUE:CHEF:RX_HOUSING,1,1.0,,,6611
SprintAero Ltd,1001409-001,SENS:CASE:GOKU3:ALU:SUBSTRUCTURE,1,1.0,,,6618
Cubed3 Limited,1001409-001,SENS:CASE:GOKU3:ALU:SUBSTRUCTURE,1,1.0,,,6618
Microlam Australia Pty Ltd,1001409-001,SENS:CASE:GOKU3:ALU:SUBSTRUCTURE,1,1.0,,,6618
North American Coating Laboratories,1001495-001,SENS:ADAPT:NATURAL:GOKU:P3_WINDOW,1,1.0,,,6479
Objective 3D,1001717-003,SENS:ADAPT:PLASTIC:GOKU:P3_PD_SHADE,1,1.0,,,6495
Digi-Key Electronics,1000711,THERM:TFLEX:34X18X0.508MM,1,1.0,,,6823
Retech Precision Mould Limited,1001060,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:2D_SH_GRATING_1-2_HOLDER,1,1.0,,,6505
Retech Precision Mould Limited,1001064,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:ELMER_1D_SENSOR_SH_ENGINE_MOUNT,1,1.0,,,6517
Digi-Key Electronics,1000708,THERM:TFLEX:63X15X0.508MM,1,1.0,,,6827
Retech Precision Mould Limited,1001124-002,SENS:CASE:WHITE:GOKU:TRANSCEIVER_CLAMP,1,1.0,,,6664
Digi-Key Electronics,1000947,THERM:ULTIMIFLUX:101.6X101.6X1MM,1,1.0,,,6830
Digi-Key Electronics,1000713,TVS:33V:1500W:DO214AB,1,1.0,,,6835
Tiger Industrial Supplies Pty Ltd,1000935,WASH:SS:FLAT:M2,1,1.0,,,6846
National Instruments (NI),1000699,SOM:NI:SBRIO-9651,1,1.0,,,6720
Element14 Pty Ltd,1001017,WIRE:1CORE:18AWG:RED,1,1.0,,,6864
Digi-Key Electronics,1000622,Resistor,1,1.0,,,6051
Retech Precision Mould Limited,1001299-001,SENS:ADAPT:ALU:GOKU:HOLLOW_MOTOR_ROTOR,1,1.0,,,6306
Retech Precision Mould Limited,1001379-001,SENS:ADAPT:SS:GOKU3:HOLLOW_MOTOR_MAGNETICBACKPLATE,1,1.0,,,6530
Cubed3 Limited,1001379-001,SENS:ADAPT:SS:GOKU3:HOLLOW_MOTOR_MAGNETICBACKPLATE,1,1.0,,,6530
Retech Precision Mould Limited,1000920,SENS:ADAPT:BLACK:CHEF:BUZZ_IR_WINDOW_SEAL,1,1.0,,,6319
Retech Precision Mould Limited,1001594-001,SENS:ADAPT:SS:IVY:HOLLOWMOTOR_ROTOR,1,1.0,,,6544
Retech Precision Mould Limited,1001460-001,SENS:ADAPT:BLACK:GOKU:25_DEG_CRYSTAL_SHIM,1,1.0,,,6330
Retech Precision Mould Limited,1000725,SEN:CASE:PLASTIC:BLUE:CHEF:RX_COVER,1,1.0,,,6144
Retech Precision Mould Limited,1001595-001,SENS:ADAPT:SS:IVY:HOLLOWMOTOR_STATOR,1,1.0,,,6548
"DJ MODEL & TOOLING CO.,LIMITED",1001578-002,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,1,1.0,,,6172
Retech Precision Mould Limited,1001367-001,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,14,1.0,,,6208
SprintAero Ltd,1001367-001,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,28,0.0,,,6208
"DJ MODEL & TOOLING CO.,LIMITED",1001248-003,SENS:ADPT:WHITE:GOKU:SUBSTRUCTURE_COVER,1,1.0,,,6591
Retech Precision Mould Limited,1001248-003,SENS:ADPT:WHITE:GOKU:SUBSTRUCTURE_COVER,1,1.0,,,6591
Retech Precision Mould Limited,1001168-002,SENS:ADAPT:AL:NATURAL:COAXIAL:15DEG_CRYSTAL_SHIM,1,1.0,,,6242
Retech Precision Mould Limited,1000923,SENS:CASE:BLUE:CHEF:CHEF_SUBSTRUCTURE_MOUNT_BRACKET,1,1.0,,,6601
Retech Precision Mould Limited,1001451-001,SENS:ADAPT:AL:NATURAL:COAXIAL:SHIM_SHORT_LEFT_7MM,1,1.0,,,6264
"DJ MODEL & TOOLING CO.,LIMITED",1001397-003,SENS:ADAPT:INVAR:NATURAL:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6415
Retech Precision Mould Limited,1001451-001,SENS:ADAPT:AL:NATURAL:COAXIAL:SHIM_SHORT_LEFT_7MM,1,1.0,,,6265
Retech Precision Mould Limited,1000721,SENS:CASE:BLUE:CHEF:SUBSTRUCTURE,1,1.0,,,6612
Digi-Key Electronics,1000706,THERM:TFLEX:15X10X0.508MM,1,1.0,,,6816
Digi-Key Electronics,1000709,THERM:TFLEX:42X15X0.508MM,1,1.0,,,6824
Retech Precision Mould Limited,1001121-005,SENS:CASE:NATURTAL:GOKU:SUBSTRUCTURE,1,1.0,,,6646
"DJ MODEL & TOOLING CO.,LIMITED",1001121-005,SENS:CASE:NATURTAL:GOKU:SUBSTRUCTURE,1,1.0,,,6646
"DJ MODEL & TOOLING CO.,LIMITED",1001125-005,SENS:CASE:WHITE:GOKU:BEARING-GEAR_HOUSING,1,1.0,,,6652
Retech Precision Mould Limited,1001125-005,SENS:CASE:WHITE:GOKU:BEARING-GEAR_HOUSING,1,1.0,,,6652
"DJ MODEL & TOOLING CO.,LIMITED",1001324-004,SENS:ADAPT:NATURAL:GOKU:LENS_CLAMP,1,1.0,,,6476
"DJ MODEL & TOOLING CO.,LIMITED",1001324-004,SENS:ADAPT:NATURAL:GOKU:LENS_CLAMP,1,1.0,,,6477
"DJ MODEL & TOOLING CO.,LIMITED",1001126-003,SENS:CASE:WHITE:GOKU:ENCODER_MOUNT,1,1.0,,,6655
Retech Precision Mould Limited,1001126-003,SENS:CASE:WHITE:GOKU:ENCODER_MOUNT,1,1.0,,,6655
Retech Precision Mould Limited,1001053-001,Test item,1,1.0,,,6838
Retech Precision Mould Limited,1000729,SENS:CASE:_:CHEF:OPT_HARNESS,1,1.0,,,6666
Retech Precision Mould Limited,1001060,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:2D_SH_GRATING_1-2_HOLDER,1,1.0,,,6506
Retech Precision Mould Limited,1001064,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:ELMER_1D_SENSOR_SH_ENGINE_MOUNT,1,1.0,,,6518
Tiger Industrial Supplies Pty Ltd,1000998,WASH:SS:FLAT:M4,1,1.0,,,6848
Digi-Key Electronics,1001021,SHELL:MOLEX:16PIN:180DEG,1,1.0,,,6703
V-PROTECT IRENEUSZ OSTOJSKI ,1001212-001,SP:40MM:DIA1.5MM,21,1.0,,,6722
Retech Precision Mould Limited,1001447-001,Zero order filter mounting bracket Goku 002,1,1.0,,,6879
Microlam Australia Pty Ltd,1001356,[1001356-001] Spinning Grating Clamp Goku_P3 (Do not use),1,1.0,,,6882
Cubed3 Limited,1001381-002,[1001381-002] Goku 3 mech 2,1,1.0,,,6884
Tiger Industrial Supplies Pty Ltd,1000734,SCREW:HEX:CSK:SS:M5:16MM,1,1.0,,,6101
Retech Precision Mould Limited,1001299-001,SENS:ADAPT:ALU:GOKU:HOLLOW_MOTOR_ROTOR,1,1.0,,,6307
"Hilltop Technology Laboratory, Inc.",1001379-003,SENS:ADAPT:SS:GOKU3:HOLLOW_MOTOR_MAGNETICBACKPLATE,21,0.0,,,6531
Retech Precision Mould Limited,1000919,SENS:ADAPT:BLACK:CHEF:CHEF_E_HOUSING_SEAL,1,1.0,,,6321
Tiger Industrial Supplies Pty Ltd,1000926,SCREW:HEX:CAP:SS:M2.5:8MM,1,1.0,,,6062
Grand Venture Technology,1008236-001,CMP:MEC:HYLA:MOTOR:ENCODER_RING_MOUNT (copy),35,1000.0,,,8236
Grand Venture Technology,1008236-001,CMP:MEC:HYLA:MOTOR:ENCODER_RING_MOUNT (copy),35,100.0,,,8236
Grand Venture Technology,1008236-001,CMP:MEC:HYLA:MOTOR:ENCODER_RING_MOUNT (copy),35,50.0,,,8236
Grand Venture Technology,1008236-001,CMP:MEC:HYLA:MOTOR:ENCODER_RING_MOUNT (copy),35,20.0,,,8236
"DJ MODEL & TOOLING CO.,LIMITED",1008236-001,CMP:MEC:HYLA:MOTOR:ENCODER_RING_MOUNT (copy),28,20.0,,,8236
D&D Smith Metal Pressers & Production Engineers Pty Ltd,1001598-002,SENS:ADAPT:SS:IVY:HOLLOWMOTOR_MAGPLATE_BACK,21,1.0,,,6540
Retech Precision Mould Limited,1000728,SEN:CASE:PLASTIC:BLUE:CHEF:RX_OPTIC_CLAMP,1,1.0,,,6147
Tiger Industrial Supplies Pty Ltd,1000929,SCREW:HEX:CAP:SS:M3:10MM,1,1.0,,,6064
Test company,1001234,SCREW:HEX:CAP:SS:M3:10MMM_SHOULDER_6mm_THREAD,1,1.0,,,6065
Retech Precision Mould Limited,1000724,SEN:CASE:PLASTIC:BLUE:CHEF:TX_COVER,1,1.0,,,6149
Retech Precision Mould Limited,1001410-002,SEN:CMP:MEC:ACE:NAT:GOKU:CLAMP:GRATING,1,1.0,,,6159
Tiger Industrial Supplies Pty Ltd,1000927,SCREW:HEX:CAP:SS:M3:6MM,1,1.0,,,6067
Tiger Industrial Supplies Pty Ltd,1000928-001,SCREW:HEX:CAP:SS:M3:8MM,1,1.0,,,6068
"DJ MODEL & TOOLING CO.,LIMITED",1003969-001,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW,28,10.0,,,6166
"DJ MODEL & TOOLING CO.,LIMITED",1003969-001,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW,28,50.0,,,6166
Tiger Industrial Supplies Pty Ltd,1000932,SCREW:HEX:CAP:SS:M4:12MM,1,1.0,,,6069
Tiger Industrial Supplies Pty Ltd,1000933-001,SCREW:HEX:CAP:SS:M4:16MM,14,1.0,,,6070
Tiger Industrial Supplies Pty Ltd,1001000,SCREW:HEX:CAP:SS:M4:20MM,1,1.0,,,6071
Tiger Industrial Supplies Pty Ltd,1001272-001,SCREW:HEX:CAP:SS:M5:16MM,14,1.0,,,6073
SprintAero Ltd,1001324-003,SENS:ADAPT:WHITE:GOKU:LENS_CLAMP,14,1.0,,,6564
Microlam Australia Pty Ltd,1001324-003,SENS:ADAPT:WHITE:GOKU:LENS_CLAMP,14,1.0,,,6564
Tiger Industrial Supplies Pty Ltd,1001271-001,SCREW:HEX:CAP:SS:M5:30MM,14,1.0,,,6075
Tiger Industrial Supplies Pty Ltd,1000946,SCREW:HEX:CAP:SS:M6:20MM,1,1.0,,,6077
Retech Precision Mould Limited,1001169-001,SENS:ADAPT:AL:NATURAL:COAXIAL:30DEG_CRYSTAL_SHIM,1,1.0,,,6243
"DJ MODEL & TOOLING CO.,LIMITED",1001612-003,SENS:ADAPT:GOKU3:MAGNETIC_BACKING_PLATE_2,21,0.0,,,6400
Tiger Industrial Supplies Pty Ltd,1000945,SCREW:HEX:CAP:SS:M6:30MM,1,1.0,,,6078
Retech Precision Mould Limited,1001177-001,SENS:ADAPT:AL:NATURAL:COAXIAL:LENS_CAP,1,1.0,,,6255
Tiger Industrial Supplies Pty Ltd,1000934,"SCREW:HEX:CAP:SS:UNC4-40:3/8""",1,1.0,,,6079
Microlam Australia Pty Ltd,1001397-001,SENS:ADAPT:INVAR:NATURAL:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6416
Cubed3 Limited,1001397-001,SENS:ADAPT:INVAR:NATURAL:COAXIAL:CRYSTAL_TUBE,1,1.0,,,6416
Micron Manufacturing Pty Ltd,1001065,SENS:ADAPT:AL:NATURAL:ELMER:1D_SH_RT_MOUNT_BRACKET,1,1.0,,,6266
Objective 3D,1001762-001,SENS:ADAPT:WHITE:GOKU:WINDOW_LIGHT_COVER,1,1.0,,,6586
Retech Precision Mould Limited,1001384-002,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_ROTOR,1,1.0,,,6282
Grand Venture Technology,1001385-008,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_STATOR,35,20.0,,,6294
Grand Venture Technology,1001385-008,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_STATOR,35,50.0,,,6294
Grand Venture Technology,1001385-008,SENS:ADAPT:ALU:GOKU3:HOLLOW_MOTOR_STATOR,35,100.0,,,6294
"DJ MODEL & TOOLING CO.,LIMITED",1001128-004,SENS:CASE:AL:BLUE:GOKU:LEFT_CASE,1,1.0,,,6592
Retech Precision Mould Limited,1001128-004,SENS:CASE:AL:BLUE:GOKU:LEFT_CASE,1,1.0,,,6592
Micron Manufacturing Pty Ltd,1001717-001,SENS:ADAPT:METAL:GOKU:P3_PD_SHADE,1,1.0,,,6434
Retech Precision Mould Limited,1000723,SENS:CASE:BLUE:CHEF:GRATING_3_HOLDER,1,1.0,,,6602
"DJ MODEL & TOOLING CO.,LIMITED",1001409-004,SENS:CASE:GOKU3:ALU:SUBSTRUCTURE,1,1.0,,,6619
Retech Precision Mould Limited,1001061,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:2D_SH_GRATING_2-3_HOLDER,1,1.0,,,6507
Retech Precision Mould Limited,1001057,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:B11-60C_MOUNT_1,1,1.0,,,6511
Retech Precision Mould Limited,1001059,SENS:ADAPT:PLASTIC:WHITE:2D_TWISTED_MIRROR:ELMER_1D_SUBSTRUCTURE,1,1.0,,,6519
"DJ MODEL & TOOLING CO.,LIMITED",1001125-005,SENS:CASE:WHITE:GOKU:BEARING-GEAR_HOUSING,1,1.0,,,6653
Retech Precision Mould Limited,1001125-005,SENS:CASE:WHITE:GOKU:BEARING-GEAR_HOUSING,1,1.0,,,6653
"DJ MODEL & TOOLING CO.,LIMITED",1001123-004,SENS:CASE:WHITE:GOKU:GRATING2-3_HOLDER,1,1.0,,,6659
Retech Precision Mould Limited,1001123-004,SENS:CASE:WHITE:GOKU:GRATING2-3_HOLDER,1,1.0,,,6659
Open Wiring Systems,1001549-002,ASY:CBL:GOHAN,21,20.0,,,2765
Open Wiring Systems,1001549-002,ASY:CBL:GOHAN,21,50.0,,,2765
Open Wiring Systems,1001549-002,ASY:CBL:GOHAN,21,200.0,,,2765
Open Wiring Systems,1001549-002,ASY:CBL:GOHAN,21,100.0,,,2765
Open Wiring Systems,1007165-001,SEN:CMP:ASY:GOKU5:CABLE (copy),14,40.0,,,7165
Open Wiring Systems,1007165-001,SEN:CMP:ASY:GOKU5:CABLE (copy),14,20.0,,,7165
Open Wiring Systems,1007165-001,SEN:CMP:ASY:GOKU5:CABLE (copy),14,10.0,,,7165
Lapp Australia Pty Ltd,1002116-001,CON:SYS:CMP:MEC:GLAND:M12:D8,7,1.0,,,4149
"DJ MODEL & TOOLING CO.,LIMITED",1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),28,100.0,,,7178
AT Precision Tooling,1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),28,100.0,,,7178
AT Precision Tooling,1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),28,50.0,,,7178
AT Precision Tooling,1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),28,20.0,,,7178
"DJ MODEL & TOOLING CO.,LIMITED",1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),28,50.0,,,7178
"DJ MODEL & TOOLING CO.,LIMITED",1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),21,20.0,,,7178
"DJ MODEL & TOOLING CO.,LIMITED",1007178-001,SEN:CMP:MEC:MOTOR:THIN_GAP:MOUNT:STATOR_G6_1 (copy),21,10.0,,,7178
Process Rubber and Plastics Pty Ltd,1005723-002,SYS:CMP:PKG:FOAM:2CH:ACC (copy),21,50.0,,,7134
Process Rubber and Plastics Pty Ltd,1005723-002,SYS:CMP:PKG:FOAM:2CH:ACC (copy),21,20.0,,,7134
Process Rubber and Plastics Pty Ltd,1005723-002,SYS:CMP:PKG:FOAM:2CH:ACC (copy),21,2.0,,,7134
Open Wiring Systems,1007166-001,SEN:CMP:ASY:GOKU5:DTM:CABLE (copy),14,40.0,,,7166
Open Wiring Systems,1007166-001,SEN:CMP:ASY:GOKU5:DTM:CABLE (copy),14,20.0,,,7166
Open Wiring Systems,1007166-001,SEN:CMP:ASY:GOKU5:DTM:CABLE (copy),14,10.0,,,7166
Digi-Key Electronics,1005862-001,CON:ENG:CMP:ELC:RESISTOR:4.99MOHM:0603,21,1000.0,,,3158
Gorilla Circuits,1007191-020,ENG:ASY:PCA:WOLVERINE-LUMBERING (copy),0,0.0,,,8664
Grand Venture Technology,1002272-008,ENG:CAS:ALU:BLU:ANGIE2:TOP_HEAT_SINK (copy),35,1000.0,,,6999
Grand Venture Technology,1002272-008,ENG:CAS:ALU:BLU:ANGIE2:TOP_HEAT_SINK (copy),35,100.0,,,6999
Grand Venture Technology,1002272-008,ENG:CAS:ALU:BLU:ANGIE2:TOP_HEAT_SINK (copy),35,50.0,,,6999
Grand Venture Technology,1002272-008,ENG:CAS:ALU:BLU:ANGIE2:TOP_HEAT_SINK (copy),35,20.0,,,6999
Retech Precision Mould Limited,1000965-001,CON:CMP:MEC:SIL:ORING:5MM:1.2MM,14,1.0,,,3070
Grand Venture Technology,1004004-002,SEN:CMP:MEC:GOKU5:PRISM2:BRACKET,28,20.0,,,4013
Grand Venture Technology,1004004-002,SEN:CMP:MEC:GOKU5:PRISM2:BRACKET,1,100.0,,,4013
Grand Venture Technology,1004004-002,SEN:CMP:MEC:GOKU5:PRISM2:BRACKET,28,50.0,,,4013
Rocky Mountain Instrument CO,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6898
CURRAN ENGINEERING,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6898
Andover Corporation,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6898
Micro Fasteners Pty Ltd,1009264-001,CON:SCW:HEX:BUT:ISO7380:ZP:M3:4MM:BLU:ND593S (copy),0,0.0,,,9261
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1001926-001,ENG:CMP:OPT:DICEROS:FIBRE:LC/PC:1M,21,0.0,,,3467
Micro Fasteners Pty Ltd,1003860-001,CON:CMP:MEC:WSH:STAR:DIN6906:SS:M3,3,100.0,,,3153
Digi-Key Electronics,1007390-001,SYS:CMP:ELC:CBL:IEC:US:MAINS (copy),0,0.0,,,7390
RS Components Pty Ltd,1007235-001,CMP:ELC:BARREL:JACK:BULKHEAD:IP68:5.0A:30V:2.5MM (copy),7,10.0,,,7235
"DJ MODEL & TOOLING CO.,LIMITED",1003913-003,SENS:CASE:GOKU6:AL:SUBSTRUCTURE_UPPER (copy),35,100.0,,,7192
"DJ MODEL & TOOLING CO.,LIMITED",1003913-003,SENS:CASE:GOKU6:AL:SUBSTRUCTURE_UPPER (copy),35,50.0,,,7192
"DJ MODEL & TOOLING CO.,LIMITED",1003913-003,SENS:CASE:GOKU6:AL:SUBSTRUCTURE_UPPER (copy),28,10.0,,,7192
"DJ MODEL & TOOLING CO.,LIMITED",1003913-003,SENS:CASE:GOKU6:AL:SUBSTRUCTURE_UPPER (copy),21,3.0,,,7192
Andover Corporation,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6899
CURRAN ENGINEERING,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6899
Rocky Mountain Instrument CO,1001398-002,[1001398-002] Goku 3 mech 18,1,1.0,,,6899
Industrial-man Technology Development Co Ltd,1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,21,0.0,,,3835
"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,28,50.0,,,3835
"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,28,1000.0,,,3835
"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,28,200.0,,,3835
"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,28,100.0,,,3835
"DJ MODEL & TOOLING CO.,LIMITED",1003753-001,SEN:CMP:MEC:BLK:GOKU:COAX:CRYSTAL:END:SHIM:15DEG,28,20.0,,,3835
Thin Gap,1006382-002,SEN:CMP:MEC:MOTOR:THIN:GAP:STATOR (copy),70,1000.0,,,7452
Thin Gap,1006382-002,SEN:CMP:MEC:MOTOR:THIN:GAP:STATOR (copy),70,100.0,,,7452
Thin Gap,1006382-002,SEN:CMP:MEC:MOTOR:THIN:GAP:STATOR (copy),70,50.0,,,7452
Thin Gap,1006382-002,SEN:CMP:MEC:MOTOR:THIN:GAP:STATOR (copy),70,30.0,,,7452
Thin Gap,1006382-002,SEN:CMP:MEC:MOTOR:THIN:GAP:STATOR (copy),70,20.0,,,7452
Micro Fasteners Pty Ltd,1008872-001,CON:CMP:MEC:SCW:TX6:CSK:ISO14581:SS:M2:6MM (copy),0,0.0,,,8869
Open Wiring Systems,1003859-002,SEN:CMP:ASY:GOKU5:CABLE,21,20.0,,,3813
II-VI Marlow,1007310-001,CMP:ELEC:TEC:3.6V:4.5W:12.3X6.2MM,42,100.0,,,7310
II-VI Marlow,1007310-001,CMP:ELEC:TEC:3.6V:4.5W:12.3X6.2MM,42,50.0,,,7310
SHANGHAI ITL CO LTD,1001508-004,ENG:ASY:EDF:BLU:DICEROS,28,49.0,,,2777
SHANGHAI WAIZONGFU INTERNATIONAL TRADE CO LTD,1001508-004,ENG:ASY:EDF:BLU:DICEROS,28,50.0,,,2777
Micro Fasteners Pty Ltd,1001804-001,NUT:ISO_10511:NYLOC:SS:M3,14,100.0,,,3536
VXB.com Bearings,1001354-003,CMP:MEC:GOKU:MOTOR:BEARING:ROLLER:METAL:MOBIL28,28,50.0,,,2994
"DJ MODEL & TOOLING CO.,LIMITED",1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),28,1000.0,,,7316
"DJ MODEL & TOOLING CO.,LIMITED",1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),28,100.0,,,7316
"DJ MODEL & TOOLING CO.,LIMITED",1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),28,50.0,,,7316
"DJ MODEL & TOOLING CO.,LIMITED",1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),28,30.0,,,7316
Grand Venture Technology,1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),35,1000.0,,,7316
Grand Venture Technology,1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),35,100.0,,,7316
Grand Venture Technology,1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),35,50.0,,,7316
Grand Venture Technology,1006351-002,SEN:MEC:CMP:GOKU:COAXIAL:SLED:LID (copy),35,30.0,,,7316
"DJ MODEL & TOOLING CO.,LIMITED",1007203-003,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,1000.0,,,7351
"DJ MODEL & TOOLING CO.,LIMITED",1007203-003,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,100.0,,,7351
"DJ MODEL & TOOLING CO.,LIMITED",1007203-003,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,50.0,,,7351
Zhongshan Meisu Technology Co Ltd,1003854-002,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:DUAL:LC:PBS,35,15.0,,,3471
Lapp Australia Pty Ltd,1002117-001,Reducer:MR-M_M16_M12,14,1.0,,,3754
Focuslight,1009942-001,CMP:FAS:OPT:SP25:NDLENS (copy),1,1000.0,,,9939
Focuslight,1009942-001,CMP:FAS:OPT:SP25:NDLENS (copy),1,500.0,,,9939
Focuslight,1009942-001,CMP:FAS:OPT:SP25:NDLENS (copy),1,100.0,,,9939
Focuslight,1009942-001,CMP:FAS:OPT:SP25:NDLENS (copy),1,10.0,,,9939
AusOptic International Pty Ltd,1000957-001,CON:CMP:OPT:NAT:SPLICE:PROTECT:40MM,21,100.0,,,3154
